Assembly	Best match locus	Best match type	Match confidence	Problems	Coverage	Identity	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details
GCA_019928585.1_ASM1992858v1_genomic	O1/O2v2	O2afg	Very high		100.00%	98.41%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.892%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.204%;O1/O2v2_07_kfoC,98.511%;O1/O2v2_08_gmlC,97.331%;O1/O2v2_09_gmlB,99.083%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	O12_01_rfbB,98.31%;OL13_03_rfbD,98.653%;OL13_02_rfbA,97.917%;O12_04_rfbC,97.838%
GCA_019928595.1_ASM1992859v1_genomic	OL103	unknown (OL103)	Good	?+*	99.86%	94.50%	n/a	6 / 6 (100%)	OL103_01_rmlC,98.333%;OL103_02_wzm,99.62%;OL103_03_wzt,97.797%;OL103_04_hydrolase,94.279%;OL103_05_spsA,97.394%;OL103_06_wbbL,98.529%		1	OL103_01_rmlC,94.828%	0 / 6 (0%)		2	OL13_03_rfbD,97.98%;OL13_02_rfbA,97.778%
GCA_019928625.2_ASM1992862v2_genomic	O1/O2v2	O2afg	Very high		100.00%	98.52%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,99.609%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.734%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,98.658%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_08_gmlC,97.947%;O1/O2v2_09_gmlB,99.083%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		0	
GCA_019928635.1_ASM1992863v1_genomic	O1/O2v2	O1ab	Good	?-	98.46%	99.39%	n/a	9 / 10 (90%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,99.504%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%	O1/O2v2_03_wbbM	0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3b_01_manC,100.0%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,99.259%
GCA_019928665.1_ASM1992866v1_genomic	O4	O4	Very high		100.00%	99.70%	+1 bp	6 / 6 (100%)	O4_01_hydrolase,99.666%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.575%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.738%		0		0 / 6 (0%)		4	O12_01_rfbB,98.31%;OL13_03_rfbD,98.653%;OL13_02_rfbA,97.917%;O12_04_rfbC,96.757%
GCA_019928685.1_ASM1992868v1_genomic	O1/O2v2	O1ab	Very high		100.00%	99.40%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,99.525%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.504%;O1/O2v2_08_gmlC,99.795%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.259%
GCA_019928705.3_ASM1992870v3_genomic	O3b	O3b	Good	?-	100.00%	99.15%	n/a	6 / 8 (75%)	O3b_03_wzm,99.237%;O3b_04_wzt,99.537%;O3b_05_wbdD,99.854%;O3b_06_wbdA,99.643%;O3b_07_wbdB,99.476%;O3b_08_wbdC,100.0%	O3b_01_manC;O3b_02_manB	0		0 / 8 (0%)		0	
GCA_019930055.1_ASM1993005v1_genomic	O1/O2v1	O2a	Good	?-	100.00%	98.76%	n/a	6 / 7 (85.7%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.182%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_07_kfoC,99.089%	O1/O2v1_06_wbbO	0		0 / 7 (0%)		2	O3b_01_manC,100.0%;O3/O3a_02_manB,99.123%
GCA_019930085.1_ASM1993008v1_genomic	O1/O2v2	O1ab	Very high		100.00%	98.37%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,98.759%;O1/O2v2_08_gmlC,97.125%;O1/O2v2_09_gmlB,99.083%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.259%
GCA_019930125.1_ASM1993012v1_genomic	O3b	O3b	Good	?	100.00%	99.28%	n/a	8 / 8 (100%)	O3b_01_manC,100.0%;O3b_02_manB,99.765%;O3b_03_wzm,99.237%;O3b_04_wzt,99.769%;O3b_05_wbdD,99.563%;O3b_06_wbdA,99.762%;O3b_07_wbdB,99.738%;O3b_08_wbdC,100.0%		0		0 / 8 (0%)		4	O12_01_rfbB,98.31%;O12_03_rfbD,98.99%;OL13_02_rfbA,97.222%;O12_04_rfbC,97.297%
GCA_019930145.1_ASM1993014v1_genomic	O1/O2v1	O1ab	Very high		100.00%	98.46%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.525%;O1/O2v1_04_glf,99.481%;O1/O2v1_05_wbbN,98.658%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_019930165.1_ASM1993016v1_genomic	O1/O2v1	O1ab	Very high		100.00%	98.30%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.19%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.182%;O1/O2v1_05_wbbN,97.987%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;O3/O3a_01_manC,99.576%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,99.259%
GCA_019930175.1_ASM1993017v1_genomic	O1/O2v2	O1ab	Very high		100.00%	99.29%	-2 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,100.0%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,98.759%;O1/O2v2_08_gmlC,98.973%;O1/O2v2_09_gmlB,99.694%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3b_01_manC,99.788%;O3/O3a_02_manB,98.684%;Extra_genes_wbbZ_01_wbbZ,99.259%
GCA_019930185.1_ASM1993018v1_genomic	O4	O4	Very high		100.00%	99.91%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.833%;O4_02_hypothetical,100.0%;O4_03_hypothetical,100.0%;O4_04_wzt,100.0%;O4_05_wzm,100.0%;O4_06_glycosyltransferase,99.738%		0		0 / 6 (0%)		0	
GCA_019930225.1_ASM1993022v1_genomic	O1/O2v1	O2a	Very high		100.00%	98.91%	+2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,99.684%;O1/O2v1_04_glf,98.442%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.942%;O1/O2v1_07_kfoC,98.405%		0		0 / 7 (0%)		2	O3b_01_manC,99.788%;O3/O3a_02_manB,98.684%
GCA_019930245.1_ASM1993024v1_genomic	O3b	O3b	Very high		100.00%	99.32%	0 bp	8 / 8 (100%)	O3b_01_manC,99.788%;O3b_02_manB,99.783%;O3b_03_wzm,99.237%;O3b_04_wzt,100.0%;O3b_05_wbdD,100.0%;O3b_06_wbdA,99.643%;O3b_07_wbdB,99.476%;O3b_08_wbdC,100.0%		0		0 / 8 (0%)		4	O12_01_rfbB,98.592%;OL13_03_rfbD,98.653%;OL13_02_rfbA,97.569%;O12_04_rfbC,97.838%
GCA_019930265.1_ASM1993026v1_genomic	O1/O2v2	O2afg	Very high		100.00%	98.42%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,99.609%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,99.051%;O1/O2v2_04_glf,98.701%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_08_gmlC,97.741%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		2	O3/O3a_01_manC,98.517%;O3/O3a_02_manB,99.123%
GCA_019930285.1_ASM1993028v1_genomic	O1/O2v1	O1ab	Very high		100.00%	98.40%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,97.987%;O1/O2v1_06_wbbO,98.942%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.465%;Extra_genes_wbbZ_01_wbbZ,99.259%
GCA_019930305.1_ASM1993030v1_genomic	O1/O2v2	O1ab	Very high		100.00%	98.49%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.418%;O1/O2v2_04_glf,98.701%;O1/O2v2_05_wbbN,97.987%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,98.511%;O1/O2v2_08_gmlC,97.536%;O1/O2v2_09_gmlB,99.083%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		6	Extra_genes_wbbY_01_wbbY,99.73%;O12_01_rfbB,97.746%;OL13_03_rfbD,98.316%;OL13_02_rfbA,96.875%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,95.676%
GCA_019930325.1_ASM1993032v1_genomic	O3/O3a	O3/O3a	Very high		100.00%	98.19%	0 bp	8 / 8 (100%)	O3/O3a_01_manC,99.576%;O3/O3a_02_manB,100.0%;O3/O3a_03_wzm,98.473%;O3/O3a_04_wzt,99.537%;O3/O3a_05_wbdD,99.013%;O3/O3a_06_wbdA,99.762%;O3/O3a_07_wbdB,99.738%;O3/O3a_08_wbdC,100.0%		0		0 / 8 (0%)		0	
GCA_019930345.1_ASM1993034v1_genomic	O1/O2v2	O2afg	Very high		100.00%	98.41%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,99.609%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,99.051%;O1/O2v2_04_glf,98.701%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_08_gmlC,97.536%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		2	O3/O3a_01_manC,98.517%;O3/O3a_02_manB,99.123%
GCA_019930355.1_ASM1993035v1_genomic	O4	O4	Very high		100.00%	99.75%	+1 bp	6 / 6 (100%)	O4_01_hydrolase,99.833%;O4_02_hypothetical,99.496%;O4_03_hypothetical,99.858%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.738%		0		0 / 6 (0%)		4	O12_01_rfbB,97.465%;OL13_03_rfbD,98.653%;OL13_02_rfbA,97.917%;O12_04_rfbC,97.838%
GCA_019930385.1_ASM1993038v1_genomic	O1/O2v1	O1ab	Very high		100.00%	97.87%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.442%;O1/O2v1_05_wbbN,97.315%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,96.811%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;O3b_01_manC,99.788%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_019930405.1_ASM1993040v1_genomic	O1/O2v2	O1ab	Very high		100.00%	99.52%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,99.209%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,100.0%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.46%;O3b_01_manC,99.788%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_019930425.1_ASM1993042v1_genomic	O1/O2v2	O1ab	Very high		100.00%	98.61%	-2 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,99.367%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,97.987%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,98.759%;O1/O2v2_08_gmlC,97.125%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		6	Extra_genes_wbbY_01_wbbY,99.865%;O12_01_rfbB,98.31%;OL13_03_rfbD,98.99%;OL13_02_rfbA,98.958%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,96.757%
GCA_019930445.1_ASM1993044v1_genomic	O3b	O3b	Very high		100.00%	99.30%	0 bp	8 / 8 (100%)	O3b_01_manC,100.0%;O3b_02_manB,99.566%;O3b_03_wzm,99.237%;O3b_04_wzt,99.769%;O3b_05_wbdD,99.708%;O3b_06_wbdA,99.881%;O3b_07_wbdB,99.215%;O3b_08_wbdC,100.0%		0		0 / 8 (0%)		0	
GCA_019930465.1_ASM1993046v1_genomic	O1/O2v2	O2afg	Very high		100.00%	98.49%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,97.987%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,98.511%;O1/O2v2_08_gmlC,97.331%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		0	
GCA_019930485.1_ASM1993048v1_genomic	O5	O5	Good	?	100.00%	99.57%	n/a	8 / 8 (100%)	O5_01_manC,99.568%;O5_02_manB,99.551%;O5_03_wzm,99.623%;O5_04_wzt,99.506%;O5_05_wbdD,100.0%;O5_06_wbdA,99.835%;O5_07_wbdB,99.482%;O5_08_wbdC,100.0%		0		0 / 8 (0%)		0	
GCA_019930505.1_ASM1993050v1_genomic	O5	O5	High	*	100.00%	94.21%	0 bp	8 / 8 (100%)	O5_01_manC,99.364%;O5_02_manB,99.564%;O5_03_wzm,99.245%;O5_04_wzt,98.765%;O5_05_wbdD,94.366%;O5_06_wbdA,95.387%;O5_07_wbdB,99.482%;O5_08_wbdC,99.731%		0		0 / 8 (0%)		0	
GCA_020406995.1_ASM2040699v1_genomic	O1/O2v1	O2a	Very high		100.00%	98.62%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,99.209%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,97.315%;O1/O2v1_06_wbbO,98.942%;O1/O2v1_07_kfoC,99.544%		0		0 / 7 (0%)		6	O3b_01_manC,100.0%;O3/O3a_02_manB,98.681%;O12_01_rfbB,97.746%;OL13_03_rfbD,98.653%;OL13_02_rfbA,96.875%;O12_04_rfbC,96.757%
GCA_020407015.1_ASM2040701v1_genomic	O1/O2v1	O1ab	Good	?-	100.00%	99.99%	n/a	6 / 7 (85.7%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_07_kfoC,100.0%	O1/O2v1_06_wbbO	0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,99.788%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,100.0%
GCA_020407045.1_ASM2040704v1_genomic	O1/O2v1	O1ab	Very high		100.00%	98.02%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.19%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.961%;O1/O2v1_05_wbbN,98.658%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,96.811%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,99.865%;O12_01_rfbB,98.028%;OL13_03_rfbD,98.653%;OL13_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.259%;O12_04_rfbC,97.297%
GCA_020407065.1_ASM2040706v1_genomic	O1/O2v1	O2ac	Very high		100.00%	98.51%	-1 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,98.734%;O1/O2v1_04_glf,98.442%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbmVW_02_wbmW,98.975%;O3b_01_manC,99.576%;O3/O3a_02_manB,99.123%;Extra_genes_wbmVW_01_wbmV,99.763%
