Assembly	Best match locus	Best match type	Match confidence	Problems	Coverage	Identity	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details
GCA_019928005.1_ASM1992800v1_genomic	KL64	K64	Perfect		100.00%	100.00%	0 bp	24 / 24 (100%)	KL64_01_galF,100.0%;KL64_02_cpsACP,100.0%;KL64_03_wzi,100.0%;KL64_04_wza,100.0%;KL64_05_wzb,100.0%;KL64_06_wzc,100.0%;KL64_07_wzx,100.0%;KL64_08_wcoV,100.0%;KL64_09,100.0%;KL64_10_wzy,100.0%;KL64_11_wcoU,100.0%;KL64_12_wcoT,100.0%;KL64_13_wcsF,100.0%;KL64_14_wcuK,100.0%;KL64_15_wbaZ,100.0%;KL64_16_wcaJ,100.0%;KL64_17_gnd,100.0%;KL64_18_manC,100.0%;KL64_19_manB,100.0%;KL64_20_rmlB,100.0%;KL64_21_rmlA,100.0%;KL64_22_rmlD,100.0%;KL64_23_rmlC,100.0%;KL64_24_ugd,100.0%		0		0 / 24 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,98.806%
GCA_019928025.1_ASM1992802v1_genomic	KL43	K43	Very high		100.00%	99.99%	0 bp	19 / 19 (100%)	KL43_01_galF,100.0%;KL43_02_cpsACP,100.0%;KL43_03_wzi,100.0%;KL43_04_wza,100.0%;KL43_05_wzb,100.0%;KL43_06_wzc,100.0%;KL43_07_wcaJ,100.0%;KL43_08_wcuO,100.0%;KL43_09_wzy,100.0%;KL43_10_wcpY,100.0%;KL43_11_wcuE,100.0%;KL43_12_wbaZ,100.0%;KL43_13_wcuV,100.0%;KL43_14_wzx,99.792%;KL43_15_wcpZ,99.719%;KL43_16_gnd,100.0%;KL43_17_manC,100.0%;KL43_18_manB,100.0%;KL43_19_ugd,100.0%		0		0 / 19 (0%)		2	KL40_05_rfaG,97.105%;KL150_19_gmd,98.507%
GCA_019928045.1_ASM1992804v1_genomic	KL1	K1	Very high		100.00%	100.00%	0 bp	20 / 20 (100%)	KL1_01_galF,100.0%;KL1_02_cpsACP,100.0%;KL1_03_wzi,100.0%;KL1_04_wza,100.0%;KL1_05_wzb,100.0%;KL1_06_wzc,100.0%;KL1_07_wzx,100.0%;KL1_08_wclY,100.0%;KL1_09_wzy,100.0%;KL1_10_wcsS,100.0%;KL1_11_wcsT,100.0%;KL1_12_gmd,100.0%;KL1_13_wcaG,99.712%;KL1_14_wcaH,100.0%;KL1_15_wcaI,100.0%;KL1_16_wcaJ,100.0%;KL1_17_gnd,100.0%;KL1_18_manC,100.0%;KL1_19_manB,100.0%;KL1_20_ugd,100.0%		0		0 / 20 (0%)		4	KL40_03_wcpO,96.888%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%
GCA_019928065.1_ASM1992806v1_genomic	KL30	K30	Very high	*	100.00%	96.46%	-1 bp	20 / 20 (100%)	KL30_01_galF,100.0%;KL30_02_cpsACP,99.048%;KL30_03_wzi,99.604%;KL30_04_wza,100.0%;KL30_05_wzb,99.306%;KL30_06_wzc,99.448%;KL30_07_wcuL,100.0%;KL30_08_wzx,100.0%;KL30_09_wcuD,97.143%;KL30_10_wzy,92.396%;KL30_11_wckP,92.287%;KL30_12_wckO,93.59%;KL30_13_wckN,91.797%;KL30_14,93.993%;KL30_15_wcuG,91.831%;KL30_16_wcaJ,98.069%;KL30_17_gnd,99.36%;KL30_18_manC,99.153%;KL30_19_manB,99.787%;KL30_20_ugd,99.743%		0		0 / 20 (0%)		4	KL40_03_wcpO,97.976%;KL40_04,99.752%;KL40_05_rfaG,99.475%;KL150_19_gmd,98.507%
GCA_019928105.1_ASM1992810v1_genomic	KL51	K51	Very high		100.00%	99.94%	0 bp	16 / 16 (100%)	KL51_01_galF,100.0%;KL51_02_cpsACP,100.0%;KL51_03_wzi,100.0%;KL51_04_wza,100.0%;KL51_05_wzb,100.0%;KL51_06_wzc,100.0%;KL51_07_wcaJ,100.0%;KL51_08_wcpB,100.0%;KL51_09_wzy,100.0%;KL51_10_wcuF,99.727%;KL51_11_wcpA,100.0%;KL51_12_wzx,100.0%;KL51_13,100.0%;KL51_14_wcoZ,100.0%;KL51_15_gnd,100.0%;KL51_16_ugd,100.0%		0		0 / 16 (0%)		4	KL50_10,99.434%;KL14_19_manC,99.788%;KL30_19_manB,99.145%;KL150_19_gmd,98.507%
GCA_019928115.1_ASM1992811v1_genomic	KL10	K10	Very high		100.00%	96.62%	-16 bp	20 / 20 (100%)	KL10_01_galF,98.997%;KL10_02_cpsACP,95.238%;KL10_03_wzi,96.667%;KL10_04_wza,100.0%;KL10_05_wzb,99.31%;KL10_06_wzc,99.722%;KL10_07_wbaP,100.0%;KL10_08_wclQ,99.735%;KL10_09_wclP,100.0%;KL10_10_wzx,99.399%;KL10_11_wcuQ,99.748%;KL10_12_wcaN,97.098%;KL10_13_wcuK,98.521%;KL10_14_wzy,98.522%;KL10_15_wcsO,95.294%;KL10_16_wbaZ,98.966%;KL10_17_gnd,98.934%;KL10_18_manC,98.941%;KL10_19_manB,97.374%;KL10_20_ugd,99.743%		0		0 / 20 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,99.403%
GCA_019928145.1_ASM1992814v1_genomic	KL58	K58	Good	?-+	100.00%	99.98%	n/a	20 / 22 (90.9%)	KL58_01_galF,100.0%;KL58_02_cpsACP,100.0%;KL58_03_wzi,100.0%;KL58_04_wza,100.0%;KL58_05_wzb,100.0%;KL58_06_wzc,100.0%;KL58_07_wzx,100.0%;KL58_08_wclY,100.0%;KL58_09_wzy,100.0%;KL58_10_wcqS,100.0%;KL58_11_wcqT,100.0%;KL58_12,99.818%;KL58_13_wcqU,100.0%;KL58_14_gmd,100.0%;KL58_15_wcaG,100.0%;KL58_16_gmm,100.0%;KL58_18_wcaJ,100.0%;KL58_19_gnd,100.0%;KL58_20_manC,100.0%;KL58_22_ugd,100.0%	KL58_17_wcaI;KL58_21_manB	1	KL137_19,100.0%	0 / 22 (0%)		2	KL50_10,99.057%;KL150_19_gmd,99.104%
GCA_019928165.1_ASM1992816v1_genomic	KL113	unknown (KL113)	Good	?-+	100.00%	99.54%	n/a	19 / 20 (95%)	KL113_01_galF,100.0%;KL113_02_cpsACP,100.0%;KL113_03_wzi,100.0%;KL113_04_wza,100.0%;KL113_05_wzb,100.0%;KL113_06_wzc,100.0%;KL113_07_wzx,99.752%;KL113_08,100.0%;KL113_09,100.0%;KL113_10,99.448%;KL113_11_wcoS,100.0%;KL113_12,100.0%;KL113_13_wcaG,99.69%;KL113_14,100.0%;KL113_15_wcaI,99.506%;KL113_16_wcaJ,100.0%;KL113_17_gnd,100.0%;KL113_18_manC,99.773%;KL113_20_ugd,99.486%	KL113_19_manB	1	KL137_19,100.0%	0 / 20 (0%)		2	KL50_10,99.434%;KL150_19_gmd,99.104%
GCA_019928185.1_ASM1992818v1_genomic	KL15	K15	Very high		100.00%	99.97%	+1155 bp	16 / 16 (100%)	KL15_01_galF,100.0%;KL15_02_cpsACP,100.0%;KL15_03_wzi,100.0%;KL15_04_wza,100.0%;KL15_05_wzb,100.0%;KL15_06_wzc,100.0%;KL15_07_wcaJ,100.0%;KL15_08_wceN,99.715%;KL15_09_wceM,100.0%;KL15_10_wcsR,100.0%;KL15_11_wcaN,100.0%;KL15_12_wzy,100.0%;KL15_13_wckI,99.452%;KL15_14_wzx,99.32%;KL15_15_gnd,100.0%;KL15_16_ugd,100.0%		0		0 / 16 (0%)		3	KL104_16_wzx,98.072%;KL150_19_gmd,89.489%;KL104_17,98.635%
GCA_019928205.1_ASM1992820v1_genomic	KL21	K21	None	?-+	100.00%	99.98%	n/a	15 / 19 (78.9%)	KL21_01_galF,100.0%;KL21_02_cpsACP,100.0%;KL21_03_wzi,100.0%;KL21_04_wza,100.0%;KL21_05_wzb,99.31%;KL21_06_wzc,100.0%;KL21_08_wzy,100.0%;KL21_09_wcuE,100.0%;KL21_10_wcuC,100.0%;KL21_13_wcuA,100.0%;KL21_14_wcaL,100.0%;KL21_15_wzx,100.0%;KL21_16_gnd,100.0%;KL21_17_manC,100.0%;KL21_19_ugd,100.0%	KL21_07_wcuD;KL21_11_wbaZ;KL21_12_wbaP;KL21_18_manB	1	KL137_19,100.0%	0 / 19 (0%)		2	KL50_10,99.623%;KL150_19_gmd,99.701%
GCA_019928215.1_ASM1992821v1_genomic	KL107	unknown (KL107)	Very high		99.99%	100.00%	0 bp	16 / 16 (100%)	KL107_01_galF,100.0%;KL107_02_cpsACP,100.0%;KL107_03_wzi,100.0%;KL107_04_wza,100.0%;KL107_05_wzb,100.0%;KL107_06_wzc,99.861%;KL107_07_wbaP,100.0%;KL107_08,100.0%;KL107_09,100.0%;KL107_10,100.0%;KL107_11_gnd,100.0%;KL107_12,100.0%;KL107_13,100.0%;KL107_14,100.0%;KL107_15,100.0%;KL107_16_ugd,100.0%		0		0 / 16 (0%)		5	KL40_03_wcpO,99.19%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%;KL150_19_gmd,84.923%
GCA_019928245.1_ASM1992824v1_genomic	KL57	K57	Good	?-	100.00%	98.59%	n/a	17 / 18 (94.4%)	KL57_01_galF,99.331%;KL57_02_cpsACP,98.095%;KL57_03_wzi,98.958%;KL57_04_wza,98.942%;KL57_05_wzb,100.0%;KL57_06_wzc,99.584%;KL57_07_wcaJ,99.371%;KL57_08_wzx,100.0%;KL57_09_wckX,100.0%;KL57_10_wckW,100.0%;KL57_11_wzy,98.473%;KL57_12,99.765%;KL57_14_wbaZ,99.74%;KL57_15_gnd,99.36%;KL57_16_manC,99.788%;KL57_17_manB,100.0%;KL57_18_ugd,99.743%	KL57_13_vanT	0		0 / 18 (0%)		4	KL40_03_wcpO,99.393%;KL40_04,99.752%;KL40_05_rfaG,98.95%;KL150_19_gmd,84.384%
GCA_019928265.1_ASM1992826v1_genomic	KL51	K51	Very high		100.00%	99.39%	+2 bp	16 / 16 (100%)	KL51_01_galF,99.331%;KL51_02_cpsACP,100.0%;KL51_03_wzi,99.582%;KL51_04_wza,99.736%;KL51_05_wzb,100.0%;KL51_06_wzc,99.723%;KL51_07_wcaJ,99.576%;KL51_08_wcpB,100.0%;KL51_09_wzy,99.449%;KL51_10_wcuF,99.18%;KL51_11_wcpA,99.726%;KL51_12_wzx,100.0%;KL51_13,99.878%;KL51_14_wcoZ,99.717%;KL51_15_gnd,99.574%;KL51_16_ugd,99.229%		0		0 / 16 (0%)		4	KL40_03_wcpO,99.19%;KL40_04,99.504%;KL40_05_rfaG,99.475%;KL150_19_gmd,98.806%
GCA_019928285.1_ASM1992828v1_genomic	KL5	K5	Very high		100.00%	99.97%	0 bp	19 / 19 (100%)	KL5_01_galF,100.0%;KL5_02_cpsACP,100.0%;KL5_03_wzi,99.802%;KL5_04_wza,100.0%;KL5_05_wzb,100.0%;KL5_06_wzc,99.723%;KL5_07,100.0%;KL5_08_wzx,100.0%;KL5_09,100.0%;KL5_10,100.0%;KL5_11,100.0%;KL5_12,100.0%;KL5_13,100.0%;KL5_14,100.0%;KL5_15_wcaJ,100.0%;KL5_16_gnd,100.0%;KL5_17_manC,100.0%;KL5_18_manB,100.0%;KL5_19_ugd,100.0%		0		0 / 19 (0%)		2	KL40_05_rfaG,97.632%;KL150_19_gmd,99.104%
GCA_019928305.1_ASM1992830v1_genomic	KL25	K25	High	-	99.99%	98.26%	+4 bp	13 / 14 (92.9%)	KL25_01_galF,100.0%;KL25_02_cpsACP,100.0%;KL25_03_wzi,100.0%;KL25_04_wza,99.736%;KL25_05_wzb,100.0%;KL25_06_wzc,100.0%;KL25_07_wcaJ,100.0%;KL25_08_wzy,99.737%;KL25_10,99.733%;KL25_11_wcuB,99.681%;KL25_12_wzx,99.766%;KL25_13_gnd,98.929%;KL25_14_ugd,99.486%	KL25_09_wfeD	0		0 / 14 (0%)		3	KL1_18_manC,99.576%;KL30_19_manB,98.929%;KL150_19_gmd,99.701%
GCA_019928325.1_ASM1992832v1_genomic	KL3	K3	Good	?-	100.00%	99.98%	n/a	18 / 19 (94.7%)	KL3_01_galF,100.0%;KL3_02_cpsACP,99.567%;KL3_03_wzi,100.0%;KL3_04_wza,100.0%;KL3_05_wzb,100.0%;KL3_06_wzc,99.862%;KL3_07_wcaJ,100.0%;KL3_08,100.0%;KL3_09,100.0%;KL3_10_pglJ,100.0%;KL3_11,100.0%;KL3_12,99.742%;KL3_13_wzx,100.0%;KL3_15_wbaZ,99.74%;KL3_16_gnd,100.0%;KL3_17_manC,100.0%;KL3_18_manB,100.0%;KL3_19_ugd,100.0%	KL3_14	0		0 / 19 (0%)		5	KL40_03_wcpO,99.595%;KL40_04,100.0%;KL40_05_rfaG,100.0%;KL150_19_gmd,98.507%;KL150_19_gmd,84.685%
GCA_019928345.1_ASM1992834v1_genomic	KL57	K57	Very high		100.00%	98.81%	+1 bp	18 / 18 (100%)	KL57_01_galF,99.666%;KL57_02_cpsACP,98.095%;KL57_03_wzi,98.958%;KL57_04_wza,98.942%;KL57_05_wzb,100.0%;KL57_06_wzc,99.723%;KL57_07_wcaJ,99.79%;KL57_08_wzx,100.0%;KL57_09_wckX,99.469%;KL57_10_wckW,100.0%;KL57_11_wzy,98.728%;KL57_12,100.0%;KL57_13_vanT,99.083%;KL57_14_wbaZ,99.74%;KL57_15_gnd,100.0%;KL57_16_manC,100.0%;KL57_17_manB,99.781%;KL57_18_ugd,99.743%		0		0 / 18 (0%)		4	KL40_03_wcpO,99.19%;KL40_04,99.752%;KL40_05_rfaG,99.213%;KL150_19_gmd,84.685%
GCA_019928365.1_ASM1992836v1_genomic	KL52	K52	Good	?-	100.00%	99.97%	n/a	20 / 22 (90.9%)	KL52_01_galF,100.0%;KL52_02_cpsACP,100.0%;KL52_03_wzi,99.802%;KL52_04_wza,100.0%;KL52_05_wzb,99.324%;KL52_06_wzc,100.0%;KL52_07_wbaP,100.0%;KL52_08_rfbN,100.0%;KL52_09_wcoY,100.0%;KL52_10_wcoX,100.0%;KL52_11_wcuS,100.0%;KL52_12_wcaN,100.0%;KL52_13_wzy,100.0%;KL52_14,99.815%;KL52_15_wcpG,100.0%;KL52_16_wzx,99.8%;KL52_17_gnd,99.787%;KL52_18_rmlB,100.0%;KL52_19_rmlA,100.0%;KL52_22_ugd,100.0%	KL52_20_rmlD;KL52_21_rmlC	0		0 / 22 (0%)		3	KL109_18_rmlB,99.437%;KL150_19_gmd,98.507%;KL17_17_rmlA,100.0%
GCA_019928385.1_ASM1992838v1_genomic	KL125	unknown (KL125)	High	*	100.00%	90.36%	-10 bp	18 / 18 (100%)	KL125_01_galF,98.662%;KL125_02_cpsACP,96.19%;KL125_03_wzi,97.708%;KL125_04_wza,98.945%;KL125_05_wzb,94.406%;KL125_06_wzc,96.379%;KL125_07_wbaP,93.067%;KL125_08_wcaN,90.972%;KL125_09_wzy,92.908%;KL125_10,87.853%;KL125_11,91.481%;KL125_12_wcaG,92.121%;KL125_13_wcuH,91.941%;KL125_14_wzx,91.525%;KL125_15,86.025%;KL125_16,85.659%;KL125_17_gnd,97.655%;KL125_18_ugd,99.743%		0		0 / 18 (0%)		3	KL30_19_manB,98.932%;KL14_19_manC,98.093%;KL150_19_gmd,99.403%
GCA_019928395.1_ASM1992839v1_genomic	KL51	K51	High	-	100.00%	99.40%	+3 bp	15 / 16 (93.8%)	KL51_01_galF,99.331%;KL51_02_cpsACP,100.0%;KL51_03_wzi,99.791%;KL51_04_wza,100.0%;KL51_05_wzb,100.0%;KL51_06_wzc,99.861%;KL51_07_wcaJ,99.788%;KL51_08_wcpB,100.0%;KL51_09_wzy,99.174%;KL51_10_wcuF,99.18%;KL51_11_wcpA,99.726%;KL51_12_wzx,100.0%;KL51_13,99.878%;KL51_15_gnd,99.574%;KL51_16_ugd,99.229%	KL51_14_wcoZ	0		0 / 16 (0%)		4	KL40_03_wcpO,98.988%;KL40_04,99.504%;KL40_05_rfaG,99.475%;KL150_19_gmd,98.806%
GCA_019928405.1_ASM1992840v1_genomic	KL64	K64	Perfect		100.00%	100.00%	0 bp	24 / 24 (100%)	KL64_01_galF,100.0%;KL64_02_cpsACP,100.0%;KL64_03_wzi,100.0%;KL64_04_wza,100.0%;KL64_05_wzb,100.0%;KL64_06_wzc,100.0%;KL64_07_wzx,100.0%;KL64_08_wcoV,100.0%;KL64_09,100.0%;KL64_10_wzy,100.0%;KL64_11_wcoU,100.0%;KL64_12_wcoT,100.0%;KL64_13_wcsF,100.0%;KL64_14_wcuK,100.0%;KL64_15_wbaZ,100.0%;KL64_16_wcaJ,100.0%;KL64_17_gnd,100.0%;KL64_18_manC,100.0%;KL64_19_manB,100.0%;KL64_20_rmlB,100.0%;KL64_21_rmlA,100.0%;KL64_22_rmlD,100.0%;KL64_23_rmlC,100.0%;KL64_24_ugd,100.0%		0		0 / 24 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,98.806%
GCA_019928445.1_ASM1992844v1_genomic	KL15	K15	Very high		99.53%	99.82%	+1034 bp	16 / 16 (100%)	KL15_01_galF,100.0%;KL15_02_cpsACP,100.0%;KL15_03_wzi,100.0%;KL15_04_wza,99.735%;KL15_05_wzb,100.0%;KL15_06_wzc,100.0%;KL15_07_wcaJ,100.0%;KL15_08_wceN,99.715%;KL15_09_wceM,99.267%;KL15_10_wcsR,99.379%;KL15_11_wcaN,100.0%;KL15_12_wzy,99.515%;KL15_13_wckI,99.726%;KL15_14_wzx,100.0%;KL15_15_gnd,100.0%;KL15_16_ugd,100.0%		0		0 / 16 (0%)		1	KL150_19_gmd,89.489%
GCA_019928465.1_ASM1992846v1_genomic	KL146	unknown (KL146)	Good	?-*	100.00%	95.16%	n/a	19 / 20 (95%)	KL146_01_galF,99.666%;KL146_02_cpsACP,93.333%;KL146_03_wzi,97.083%;KL146_04_wza,99.736%;KL146_05_wzb,99.31%;KL146_06_wzc,98.617%;KL146_07_wzy,97.487%;KL146_08_wcuD,95.761%;KL146_09_wcuI,95.467%;KL146_10_wcuC,93.452%;KL146_11_wbaZ,97.662%;KL146_13_wctH,96.024%;KL146_14,96.296%;KL146_15_wzx,96.282%;KL146_16_wcuJ,92.625%;KL146_17_gnd,99.36%;KL146_18_manC,99.364%;KL146_19_manB,99.562%;KL146_20_ugd,99.229%	KL146_12_wbaP	0		0 / 20 (0%)		4	KL40_03_wcpO,98.785%;KL40_04,99.504%;KL40_05_rfaG,99.475%;KL150_19_gmd,99.104%
GCA_019928485.1_ASM1992848v1_genomic	KL27	K27	Very high		100.00%	99.99%	0 bp	18 / 18 (100%)	KL27_01_galF,100.0%;KL27_02_cpsACP,100.0%;KL27_03_wzi,100.0%;KL27_04_wza,100.0%;KL27_05_wzb,100.0%;KL27_06_wzc,100.0%;KL27_07_wcaJ,100.0%;KL27_08_wckI,100.0%;KL27_09_wckS,100.0%;KL27_10_wckR,100.0%;KL27_11_wzy,100.0%;KL27_12_wzx,100.0%;KL27_13_wckQ,100.0%;KL27_14_wcuJ,100.0%;KL27_15_wctE,100.0%;KL27_16_wctF,100.0%;KL27_17_gnd,100.0%;KL27_18_ugd,99.743%		0		0 / 18 (0%)		4	KL40_03_wcpO,99.798%;KL40_04,99.007%;KL40_05_rfaG,100.0%;KL150_19_gmd,99.403%
GCA_019928505.1_ASM1992850v1_genomic	KL110	unknown (KL110)	Very high		100.00%	99.52%	+2 bp	20 / 20 (100%)	KL110_01_galF,99.666%;KL110_02_cpsACP,99.048%;KL110_03_wzi,99.375%;KL110_04_wza,100.0%;KL110_05_wzb,100.0%;KL110_06_wzc,99.032%;KL110_07_wcuE,99.396%;KL110_08_wckV,100.0%;KL110_09,99.379%;KL110_10_wctD,100.0%;KL110_11_wbaZ,100.0%;KL110_12_wbaP,99.79%;KL110_13_wcuC,99.112%;KL110_14_wzy,100.0%;KL110_15_wzx,99.792%;KL110_16_wcpZ,98.596%;KL110_17_gnd,100.0%;KL110_18_manC,100.0%;KL110_19_manB,100.0%;KL110_20_ugd,100.0%		0		0 / 20 (0%)		2	KL40_05_rfaG,96.842%;KL150_19_gmd,98.806%
GCA_019928525.1_ASM1992852v1_genomic	KL3	K3	Good	?-	100.00%	99.55%	n/a	18 / 19 (94.7%)	KL3_01_galF,100.0%;KL3_02_cpsACP,96.97%;KL3_03_wzi,99.792%;KL3_04_wza,100.0%;KL3_05_wzb,99.31%;KL3_06_wzc,99.862%;KL3_07_wcaJ,99.79%;KL3_08,100.0%;KL3_09,99.408%;KL3_10_pglJ,100.0%;KL3_11,100.0%;KL3_12,99.742%;KL3_13_wzx,99.79%;KL3_15_wbaZ,100.0%;KL3_16_gnd,100.0%;KL3_17_manC,99.788%;KL3_18_manB,99.562%;KL3_19_ugd,100.0%	KL3_14	0		0 / 19 (0%)		5	KL40_03_wcpO,99.595%;KL40_04,99.504%;KL40_05_rfaG,98.95%;KL150_19_gmd,99.104%;KL150_19_gmd,84.685%
GCA_019928545.1_ASM1992854v1_genomic	KL119	unknown (KL119)	Good	?+	100.00%	99.16%	n/a	19 / 19 (100%)	KL119_01_galF,99.666%;KL119_02_cpsACP,100.0%;KL119_03_wzi,100.0%;KL119_04_wza,100.0%;KL119_05_wzb,100.0%;KL119_06_wzc,100.0%;KL119_07_wzy,99.773%;KL119_08,100.0%;KL119_09,100.0%;KL119_10,100.0%;KL119_11,100.0%;KL119_12_wzx,100.0%;KL119_13_pglJ,100.0%;KL119_14,100.0%;KL119_15_manC,100.0%;KL119_16_manB,100.0%;KL119_17_wcaJ,100.0%;KL119_18_gnd,100.0%;KL119_19_ugd_1,96.401%		1	KL40_28_ugd,95.413%	0 / 19 (0%)		1	KL150_19_gmd,88.657%
GCA_019928565.1_ASM1992856v1_genomic	KL30	K30	Low	?-+*	100.00%	96.49%	n/a	18 / 20 (90%)	KL30_01_galF,100.0%;KL30_02_cpsACP,99.048%;KL30_03_wzi,99.406%;KL30_04_wza,100.0%;KL30_05_wzb,99.306%;KL30_06_wzc,99.448%;KL30_07_wcuL,100.0%;KL30_08_wzx,100.0%;KL30_09_wcuD,97.143%;KL30_10_wzy,92.694%;KL30_11_wckP,92.287%;KL30_12_wckO,93.333%;KL30_13_wckN,92.578%;KL30_14,93.816%;KL30_15_wcuG,91.549%;KL30_16_wcaJ,98.069%;KL30_17_gnd,99.36%;KL30_20_ugd,99.743%	KL30_18_manC;KL30_19_manB	2	KL150_20_manC,100.0%;KL137_19,99.474%	0 / 20 (0%)		2	KL50_10,99.623%;KL150_19_gmd,99.104%
GCA_019928585.1_ASM1992858v1_genomic	KL19	K19	High	*	100.00%	94.92%	+11 bp	20 / 20 (100%)	KL19_01_galF,98.997%;KL19_02_cpsACP,96.19%;KL19_03_wzi,97.708%;KL19_04_wza,97.884%;KL19_05_wzb,100.0%;KL19_06_wzc,98.752%;KL19_07_wcaJ,98.739%;KL19_08_wcuF,94.865%;KL19_09_wcmY,96.622%;KL19_10_wzx,96.875%;KL19_11_wctW,97.173%;KL19_12_wctX,99.228%;KL19_13_wzy,98.847%;KL19_14,94.395%;KL19_15_gnd,99.574%;KL19_16_rmlB,99.155%;KL19_17_rmlA,97.917%;KL19_18_rmlD,98.653%;KL19_19_rmlC,98.919%;KL19_20_ugd,99.743%		0		0 / 20 (0%)		4	KL40_03_wcpO,99.19%;KL40_04,99.007%;KL40_05_rfaG,98.95%;KL150_19_gmd,99.104%
GCA_019928595.1_ASM1992859v1_genomic	KL52	K52	Good	?-*	99.24%	95.28%	n/a	19 / 22 (86.4%)	KL52_01_galF,100.0%;KL52_02_cpsACP,99.048%;KL52_03_wzi,94.872%;KL52_04_wza,94.18%;KL52_05_wzb,97.297%;KL52_06_wzc,98.89%;KL52_07_wbaP,99.793%;KL52_08_rfbN,99.67%;KL52_09_wcoY,100.0%;KL52_10_wcoX,99.674%;KL52_11_wcuS,100.0%;KL52_12_wcaN,99.658%;KL52_13_wzy,99.733%;KL52_14,100.0%;KL52_16_wzx,99.8%;KL52_17_gnd,98.294%;KL52_19_rmlA,100.0%;KL52_20_rmlD,99.357%;KL52_22_ugd,99.486%	KL52_15_wcpG;KL52_18_rmlB;KL52_21_rmlC	0		0 / 22 (0%)		1	KL150_19_gmd,99.403%
GCA_019928625.2_ASM1992862v2_genomic	KL102	unknown (KL102)	Very high		99.01%	99.44%	-54 bp	17 / 17 (100%)	KL102_01_galF,99.666%;KL102_02_cpsACP,99.524%;KL102_03_wzi,99.803%;KL102_04_wza,100.0%;KL102_05_wzb,100.0%;KL102_06_wzc,99.722%;KL102_07_wbaP,99.366%;KL102_08_wzy,99.769%;KL102_09,99.313%;KL102_10,99.643%;KL102_11,99.432%;KL102_12,100.0%;KL102_13,100.0%;KL102_14,99.638%;KL102_15_wzx,100.0%;KL102_16_gnd,99.574%;KL102_17_ugd,99.229%		0		0 / 17 (0%)		4	KL40_03_wcpO,99.798%;KL40_04,99.504%;KL40_05_rfaG,100.0%;KL150_19_gmd,98.806%
GCA_019928635.1_ASM1992863v1_genomic	KL30	K30	Good	-+*	100.00%	96.55%	-4 bp	19 / 20 (95%)	KL30_01_galF,100.0%;KL30_02_cpsACP,99.524%;KL30_03_wzi,99.604%;KL30_04_wza,100.0%;KL30_05_wzb,98.611%;KL30_06_wzc,99.448%;KL30_07_wcuL,100.0%;KL30_08_wzx,100.0%;KL30_09_wcuD,97.143%;KL30_10_wzy,92.466%;KL30_11_wckP,92.011%;KL30_12_wckO,93.59%;KL30_13_wckN,92.188%;KL30_14,93.993%;KL30_16_wcaJ,98.069%;KL30_17_gnd,99.36%;KL30_18_manC,99.576%;KL30_19_manB,100.0%;KL30_20_ugd,99.486%	KL30_15_wcuG	1	KL104_18,96.748%	0 / 20 (0%)		4	KL40_03_wcpO,97.773%;KL40_04,99.007%;KL40_05_rfaG,99.213%;KL150_19_gmd,99.104%
GCA_019928665.1_ASM1992866v1_genomic	KL151	unknown (KL151)	Very high		100.00%	99.23%	-4 bp	21 / 21 (100%)	KL151_01_galF,99.331%;KL151_02_cpsACP,99.524%;KL151_03_wzi,99.163%;KL151_04_wza,100.0%;KL151_05_wzb,100.0%;KL151_06_wzc,99.861%;KL151_07,100.0%;KL151_08_wcaJ,100.0%;KL151_09,100.0%;KL151_10_pglI,99.647%;KL151_11_wzy,98.985%;KL151_12,99.198%;KL151_13_wfgD,99.673%;KL151_14,100.0%;KL151_15,99.741%;KL151_16_gnd,100.0%;KL151_17_rmlB,100.0%;KL151_18_rmlA,100.0%;KL151_19_rmlD,100.0%;KL151_20_rmlC,98.919%;KL151_21_ugd,99.743%		0		0 / 21 (0%)		1	KL150_19_gmd,90.746%
GCA_019928685.1_ASM1992868v1_genomic	KL28	K28	Very high		100.00%	99.01%	+1 bp	19 / 19 (100%)	KL28_01_galF,100.0%;KL28_02_cpsACP,100.0%;KL28_03_wzi,97.699%;KL28_04_wza,99.737%;KL28_05_wzb,100.0%;KL28_06_wzc,100.0%;KL28_07_wckC,100.0%;KL28_08_wcuC,100.0%;KL28_09_wckD,100.0%;KL28_10_wzy,100.0%;KL28_11_wclS,99.468%;KL28_12_wcuE,100.0%;KL28_13_wzx,99.765%;KL28_14_wbaZ,100.0%;KL28_15_wcaJ,99.784%;KL28_16_gnd,100.0%;KL28_17_manC,99.788%;KL28_18_manB,99.781%;KL28_19_ugd,99.229%		0		0 / 19 (0%)		4	KL40_03_wcpO,97.571%;KL40_04,99.007%;KL40_05_rfaG,99.475%;KL150_19_gmd,99.104%
