strain	species	species_match	contig_count	N50	largest_contig	total_size	ambiguous_bases	QC_warnings	ST	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	Yersiniabactin	YbST	Colibactin	CbST	Aerobactin	AbST	Salmochelin	SmST	RmpADC	RmST	rmpA2	wzi	K_locus	K_type	K_locus_problems	K_locus_confidence	K_locus_identity	K_locus_missing_genes	O_locus	O_type	O_locus_problems	O_locus_confidence	O_locus_identity	O_locus_missing_genes	AGly_acquired	Col_acquired	Fcyn_acquired	Flq_acquired	Gly_acquired	MLS_acquired	Phe_acquired	Rif_acquired	Sul_acquired	Tet_acquired	Tgc_acquired	Tmt_acquired	Bla_acquired	Bla_inhR_acquired	Bla_ESBL_acquired	Bla_ESBL_inhR_acquired	Bla_Carb_acquired	Bla_chr	SHV_mutations	Omp_mutations	Col_mutations	Flq_mutations	truncated_resistance_hits	spurious_resistance_hits	Chr_ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	ybtS	ybtX	ybtQ	ybtP	ybtA	irp2	irp1	ybtU	ybtT	ybtE	fyuA	clbA	clbB	clbC	clbD	clbE	clbF	clbG	clbH	clbI	clbL	clbM	clbN	clbO	clbP	clbQ	iucA	iucB	iucC	iucD	iutA	iroB	iroC	iroD	iroN	rmpA	rmpD	rmpC	spurious_virulence_hits
GCA_900635995.1_38273_C01_genomic	Klebsiella pneumoniae	strong	4	5306679	5306679	5560297	no	-	ST375	3	0	0	0	-	0	-	0	iuc 1	20	iro 1	14	rmp 1; KpVP-1 (truncated)	26-1LV	rmpA2_5-54%	wzi72	KL2	K2	-	High	98.39%	KL2_11_wzx	O1/O2v2	O1ab	-	High	98.97%	O1/O2v2_05_wbbN	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST375	43	1	2	1	10	4	13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	3	1	1	1	3	2	2	2*-21%	-
GCA_900636025.1_38502_D01_genomic	Klebsiella pneumoniae	strong	3	5189413	5189413	5487936	no	-	ST71	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi40	KL3	K3	-	High	99.97%	KL3_06_wzc,KL3_14	O1/O2v2	O2afg	none	Very high	98.74%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-32	156D	-	-	-	-	-	ST71	2	3	10	1	10	10	25	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900636185.1_39282_B01_genomic	Klebsiella variicola subsp. variicola	strong	1	5768342	5768342	5768342	no	-	ST3573	1	0	0	0	ybt 2; ICEKp1	324-1LV	-	0	-	0	iro 3 (truncated)	7-1LV	rmp 3; ICEKp1 (truncated)	32-1LV	-	wzi359	unknown (KL121)	unknown (KL121)	-	None	99.32%	KL121_09_wzy,KL121_16_wcaH,KL121_19,KL121_20_wcsO	O3/O3a	O3/O3a	none	Very high	99.29%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEN-2*	-	-	-	-	-	-	ST3573	16	18	21	27	68	17	103	8	7	9	6	5	13	36	6	7	7	127	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	19-4%	10*	5	11*-48%	5	6	-
GCA_900636455.1_42166_D01_genomic	Klebsiella pneumoniae	strong	6	5299019	5299019	5396820	no	-	ST252	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi104	KL51	K51	none	Very high	99.41%		O1/O2v2	O1ab	none	Very high	98.45%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	fosA7*?-0%	ST252	2	5	1	1	9	1	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900636985.1_45889_C01_genomic	Klebsiella oxytoca	strong	1	5857964	5857964	5857964	no	-	NA	1	1	1	1	ybt unknown	0	-	0	-	0	-	0	-	0	-	-	KL29	K29	+*	Good	93.25%		OL104	unknown (OL104)	none	Very high	99.01%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY-2-2	-	-	-	-	-	-	-	-	-	NA	-	-	-	-	-	-	-	2*	25*	178*	148*	42*	161*	533*	39*	57*-0%	130*	262*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900637945.1_53421_E01_genomic	Klebsiella aerogenes	strong	1	5190487	5190487	5190487	no	-	NA	2	0	0	0	ybt 17; ICEKp10	289	clb 3	17-1LV	-	0	iro unknown	0	-	0	-	-	unknown (KL65)	unknown (K65)	?-+*	None	72.45%	KL65_02_cpsACP,KL65_07_wzy,KL65_08_wcuC,KL65_09_wcuE,KL65_10_wcuO,KL65_11_wbaZ,KL65_13_wzx,KL65_14_wcuN,KL65_15_wcuS,KL65_16_rmlA,KL65_17_rmlC,KL65_18_rmlD	unknown (OL102)	unknown (OL102)	-*	None	82.01%	OL102_05_wbbL,OL102_06_rhamnan,OL102_07_wzm,OL102_08_wzt	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NA	-	-	-	-	-	-	-	6	15	5	4	11	28	26	2	11	4	2	2	10	2*	2	2	2	2	8	2	2	2	2	2	2	2	-	-	-	-	-	25*	33*-0%	-	15*	-	-	-	-
GCA_900707015.1_38187_C01_genomic	Klebsiella pneumoniae	strong	7	5260299	5260299	5503293	no	-	ST692	0	0	1	1	-	0	-	0	-	0	-	0	-	0	-	wzi349	KL147	unknown (KL147)	none	Very high	99.93%		O1/O2v2	O1ab	none	Very high	98.81%		-	-	-	-	-	-	-	-	-	tet(C)*	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST692	2	1	2	1	1	4	42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900707025.1_38273_B01_genomic	Klebsiella pneumoniae	strong	5	5326398	5326398	5405978	no	-	ST60	1	0	0	0	ybt 2; ICEKp1	323	-	0	-	0	iro 3 (truncated)	32	rmp 3; ICEKp1	128	-	wzi5	KL5	K5	-	High	99.97%	KL5_10	O1/O2v1	O1ab	none	Very high	98.11%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST60	2	1	2	1	4	4	8	8	7	9	6	5	13	1	6	7	7	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	36-4%	11	5	11	64	6	-
GCA_901420185.1_36340_E02_genomic	Klebsiella pneumoniae	strong	13	1588167	2239766	5464700	no	-	ST29	0	0	2	1	-	0	-	0	-	0	-	0	-	0	-	-	unknown (KL30)	unknown (K30)	?-+	None	95.78%	KL30_01_galF,KL30_02_cpsACP,KL30_03_wzi,KL30_04_wza,KL30_06_wzc,KL30_07_wcuL,KL30_08_wzx,KL30_09_wcuD,KL30_10_wzy,KL30_11_wckP,KL30_12_wckO,KL30_13_wckN,KL30_14,KL30_15_wcuG,KL30_16_wcaJ	unknown (O3/O3a)	unknown (O3/O3a)	-	None	98.49%	O3/O3a_03_wzm,O3/O3a_04_wzt,O3/O3a_05_wbdD,O3/O3a_06_wbdA,O3/O3a_07_wbdB,O3/O3a_08_wbdC	-	-	-	-	-	-	-	-	sul2	-	-	-	-	-	-	-	-	SHV-187	-	-	MgrB-49%	-	-	-	ST29	2	3	2	2	6	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_901420195.1_36340_C02_genomic	Klebsiella pneumoniae	strong	2	5266056	5266056	5421506	no	-	ST3370	4	0	0	0	ybt 24; ICEKp16	314	-	0	iuc 3	43	-	0	-	0	-	wzi11	KL11	K11	-*	High	92.39%	KL11_07_wcaJ	O3/O3a	O3/O3a	*	Very high	95.47%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-108^	35Q	-	-	-	-	-	ST3370	2	1	2	14	9	187	5	68	74	79	85	53	214	215	58	50	100	105	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	25	9	25	23	52	-	-	-	-	-	-	-	-
GCA_901420255.1_36005_C01_genomic	Klebsiella pneumoniae	strong	7	4969475	4969475	5374471	no	-	ST82	3	0	0	0	-	0	-	0	iuc 2A	29	iro unknown	0	rmp 2A; plasmid/chr (truncated)	13	-	-	unknown (KL1)	unknown (K1)	-+	None	99.41%	KL1_03_wzi,KL1_04_wza,KL1_06_wzc,KL1_07_wzx,KL1_09_wzy,KL1_13_wcaG,KL1_15_wcaI	O1/O2v1	O1ab	-	High	98.56%	O1/O2v1_02_wzt,O1/O2v1_04_glf	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ST82	2	6	1	1	4	1	33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	4	3	3	4	3	5*	4	-	7	8	4-17%	rmpA_91*-0%
GCA_901420355.1_37419_A02_genomic	Klebsiella pneumoniae	strong	3	5030145	5030145	5365937	no	-	ST82	3	0	0	0	-	0	-	0	iuc 2A	29	iro unknown	0	rmp 2A; plasmid/chr (truncated)	130	-	wzi128	KL1	K1	none	Very high	99.48%		O1/O2v1	O1ab	-	High	98.57%	O1/O2v1_03_wbbM	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ST82	2	6	1	1	4	1	33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	4	3	3	4	3*	5*-2%	4	-	7	59	43-20%	-
GCA_901420375.1_37277_D01_genomic	Klebsiella pneumoniae	strong	4	5460462	5460462	5540627	no	-	ST985	0	0	1	1	-	0	-	0	-	0	-	0	-	0	-	wzi39	KL39	K39	-+	Good	99.54%	KL39_04_wza	O1/O2v2	O1ab	-	High	99.36%	O1/O2v2_08_gmlC	-	-	-	-	-	-	-	-	sul2	-	-	-	-	-	-	-	-	SHV-187	-	-	-	-	-	-	ST985	10	3	2	2	6	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_901420425.1_37637_C01_genomic	Klebsiella pneumoniae	strong	5	5036525	5036525	5453080	no	-	ST82	3	0	0	0	-	0	-	0	iuc 2A	29	iro unknown	0	rmp 2A; plasmid/chr (truncated)	13	-	wzi128	KL1	K1	-	High	99.46%	KL1_08_wclY,KL1_09_wzy,KL1_10_wcsS	O1/O2v1	O1ab	none	Very high	98.59%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ST82	2	6	1	1	4	1	33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	4	3	3	4	3	5*-2%	4	-	7	8	4-17%	rmpA_91*-0%
GCA_901420465.1_38273_E01_genomic	Klebsiella pneumoniae	strong	2	5313055	5313055	5499708	no	-	ST43	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi30	KL30	K30	-+	Good	99.58%	KL30_14,KL30_15_wcuG	O1/O2v1	O1ab	none	Very high	98.80%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST43	2	6	1	5	11	1	15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_901420485.1_36672_D01_genomic	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	4	4667690	4667690	5484136	no	-	ST2355-1LV	0	0	1	0	-	0	-	0	-	0	-	0	-	0	-	-	unknown (KL121)	unknown (KL121)	?-+	None	96.06%	KL121_01_galF,KL121_02_cpsACP,KL121_03_wzi,KL121_04_wza,KL121_05_wzb,KL121_06_wzc,KL121_07_wzx,KL121_08_wclT,KL121_09_wzy,KL121_10_wctC,KL121_11_wcqS,KL121_12_wcqT,KL121_13_wcqU,KL121_14_gmd,KL121_15_wcaG,KL121_16_wcaH,KL121_17_wcaI,KL121_18_wcaJ,KL121_19,KL121_20_wcsO,KL121_21_gnd,KL121_22_manC,KL121_24_ugd	unknown (O3/O3a)	unknown (O3/O3a)	-	None	96.08%	O3/O3a_01_manC,O3/O3a_05_wbdD,O3/O3a_07_wbdB,O3/O3a_08_wbdC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OKP-B-5^	-	-	PmrB-78%	-	-	fosA7*?-0%	ST2355-1LV	18*	22	18	61	11	13	51	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_901420495.1_36340_A01_genomic	Klebsiella pneumoniae	strong	4	5097930	5097930	5302148	no	-	ST34	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi114	unknown (KL111)	unknown (KL111)	-	None	99.82%	KL111_02_cpsACP,KL111_08_wckT,KL111_09,KL111_14,KL111_15_wcaJ	O3b	O3b	-*	High	99.13%	O3b_01_manC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-180	-	-	-	-	-	-	ST34	2	3	6	1	9	7	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_901420515.1_37430_D01_genomic	Klebsiella pneumoniae	strong	3	5229977	5229977	5573204	no	-	ST567-2LV	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi63	unknown (KL63)	unknown (K63)	-+	None	99.13%	KL63_03_wzi,KL63_06_wzc,KL63_07_wbaP,KL63_09_wzx,KL63_10_wzy,KL63_11_wcsE,KL63_13_wcaG,KL63_14,KL63_15_wcaI,KL63_16,KL63_17_gnd,KL63_18_manC,KL63_19_manB,KL63_20_ugd	O1/O2v2	O2afg	-*	High	99.15%	O1/O2v2_06_wbbO,O1/O2v2_07_kfoC,O1/O2v2_08_gmlC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OmpK35-72%	-	-	SHV-209*-44%	-	ST567-2LV	2	1	77	1	17*	4	42*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_901420575.1_38109_B02_genomic	Klebsiella pneumoniae	strong	3	5343513	5343513	5575993	no	-	ST35	3	0	0	0	-	0	-	0	iuc 3	41	-	0	-	0	-	wzi37	KL22	K22	none	Very high	99.49%		O1/O2v1	O1ab	none	Very high	98.11%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-33	-	-	-	-	-	-	ST35	2	1	2	1	10	1	19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	14	22	21	51	-	-	-	-	-	-	-	-
GCA_901420605.1_38389_G01_genomic	Klebsiella pneumoniae	strong	2	5233070	5233070	5434477	no	-	ST155	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi22	KL22	K22	none	Very high	99.97%		O1/O2v1	O1ab	none	Very high	98.69%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST155	22	1	1	1	3	4	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_901420645.1_38445_A01_genomic	Klebsiella pneumoniae	strong	2	5246294	5246294	5407994	no	-	ST133	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi47	KL47	K47	-	High	99.99%	KL47_11_wzy	O1/O2v1	O1ab	none	Very high	98.34%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-75	-	-	-	-	-	-	ST133	12	1	1	2	5	1	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_901420755.1_38977_E01_genomic	Klebsiella pneumoniae	strong	5	5042538	5042538	5280532	no	-	ST82	0	0	0	0	-	0	-	0	-	0	-	0	rmp 2A; plasmid/chr (truncated)	12	-	wzi128	KL1	K1	-+	Good	99.48%	KL1_03_wzi	O1/O2v1	O1ab	none	Very high	98.59%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ST82	2	6	1	1	4	1	33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	7	12	4-17%	iroC_5*-0%
GCA_901420785.1_39610_C01_genomic	Klebsiella pneumoniae	strong	2	5198710	5198710	5331562	no	-	ST86	1	0	1	0	ybt unknown	0	-	0	-	0	-	0	-	0	-	-	unknown (KL2)	unknown (K2)	-+*	None	99.87%	KL2_03_wzi,KL2_07,KL2_11_wzx,KL2_17_manB	O1/O2v1	O2a	-	High	98.44%	O1/O2v1_03_wbbM,O1/O2v1_06_wbbO	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	OmpK35-28%	MgrB-81%	-	-	-	ST86	9	4	2	1	1	1	27	5*	5*-40%	6*-21%	5*-13%	1	9*-38%	218*-26%	9	5	5*-70%	4*-15%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_901420795.1_40087_E01_genomic	Klebsiella pneumoniae	strong	3	5241006	5241006	5567005	no	-	ST372	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi43	KL43	K43	none	Very high	99.77%		O1/O2v1	O2a	none	Very high	98.75%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-26	-	-	-	-	-	-	ST372	2	1	2	1	1	15	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_901420815.1_39641_D01_genomic	Klebsiella pneumoniae	strong	4	5250539	5250539	5683749	no	-	ST560	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi9	KL9	K9	-+	Good	99.97%	KL9_14_gnd	O1/O2v2	O2afg	-	High	98.44%	O1/O2v2_08_gmlC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-26	-	-	-	-	mcr-9.1*-7%	-	ST560	2	3	1	1	21	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_901420825.1_39641_E02_genomic	Klebsiella pneumoniae	strong	3	5133337	5133337	5459489	no	-	ST59-2LV	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi24	unknown (KL24)	unknown (K24)	-+	None	99.86%	KL24_03_wzi,KL24_06_wzc,KL24_08_wcuC,KL24_09_wcuV,KL24_10_wbaZ,KL24_11_wcaJ,KL24_12_wcuE,KL24_13_wcuG	O1/O2v1	unknown (O1/O2v1)	none	Very high	98.27%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-108^	35Q	-	-	-	-	-	ST59-2LV	294	12	1	1*	16	4	25	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_901420845.1_38502_A01_genomic	Klebsiella variicola subsp. variicola	strong	4	5451822	5451822	5825361	no	-	ST1219	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi54	KL54	K54	-*	High	94.38%	KL54_04_wza,KL54_07_wclU	O3/O3a	O3/O3a	none	Very high	99.38%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEN-2^	-	-	-	-	-	-	ST1219	16	18	116	105	76	60	152	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_901420855.1_38445_B01_genomic	Klebsiella variicola subsp. variicola	strong	2	5494090	5494090	5649328	no	-	ST1148	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi49	KL49	K49	+	Good	99.99%		O3/O3a	O3/O3a	none	Very high	99.34%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEN-2^	-	-	-	-	-	-	ST1148	16	18	21	27	47	22	75	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_901420865.1_39888_A01_genomic	Klebsiella pneumoniae	strong	4	5179998	5179998	5360089	no	-	ST322	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi50	KL17	K17	-	High	98.52%	KL17_06_wzc	O4	O4	none	Very high	99.75%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	sul1?-0%;sul1?-0%	-	ST322	2	1	5	1	26	4	12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_901420875.1_36725_A01_genomic	Klebsiella pneumoniae	strong	13	4731461	4731461	5642700	no	-	ST664	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi62	unknown (KL62)	unknown (K62)	-+*	None	99.72%	KL62_06_wzc,KL62_09,KL62_10,KL62_11_wzy,KL62_12,KL62_13,KL62_17_manC,KL62_19_ugd	O1/O2v1	unknown (O1/O2v1)	-	Good	98.01%	O1/O2v1_05_wbbN,O1/O2v1_06_wbbO	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST664	52	1	20	2	1	1	47	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_901420925.1_39888_B01_genomic	Klebsiella pneumoniae	strong	2	5266603	5266603	5456654	no	-	ST562	1	0	0	0	ybt 14; ICEKp5	135	-	0	-	0	-	0	-	0	-	wzi18	KL18	K18	-*	High	99.96%	KL18_13,KL18_14_wcuH,KL18_15_wzx	O1/O2v1	O1ab	-	High	98.77%	O1/O2v1_02_wzt	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	OmpK35-40%	-	-	-	-	ST562	2	5	1	1	10	1	139	4	4	18	4	1	27	25	2	4	4	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_901420955.1_40345_C01_genomic	Klebsiella pneumoniae	strong	6	5396605	5396605	5512170	no	-	ST502-1LV	1	0	0	0	ybt 14; ICEKp5 (truncated)	133-2LV	-	0	-	0	-	0	-	0	-	wzi50	unknown (KL15)	unknown (K15)	-+	Low	99.90%	KL15_01_galF,KL15_02_cpsACP,KL15_16_ugd	O4	O4	none	Very high	99.69%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-62	35Q	OmpK36-63%	-	-	-	-	ST502-1LV	2	53	3	1	10*	4	18	4	16	17	4	1	27*-54%	230*-31%	12	4	14	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_901420995.1_39888_C01_genomic	Klebsiella pneumoniae	strong	2	5365480	5365480	5452665	no	-	ST565	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi36	KL36	K36	-+*	Good	99.42%	KL36_03_wzi,KL36_15,KL36_21_ugd	O4	O4	-	High	99.68%	O4_01_hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-71	146V	-	-	-	-	-	ST565	3	3	1	1	9	1	38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_901421045.1_40345_D01_genomic	Klebsiella pneumoniae	strong	2	5335770	5335770	5458363	no	-	ST561	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi16	KL16	K16	none	Very high	99.41%		O1/O2v1	O1ab	none	Very high	98.51%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-101*	-	-	-	-	-	-	ST561	2	1	76	37	1	4	19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_901421095.1_40311_B01_genomic	Klebsiella pneumoniae	strong	2	5289715	5289715	5374236	no	-	ST82	0	0	0	0	-	0	-	0	-	0	-	0	rmp 2A; plasmid/chr (truncated)	12	-	wzi128	KL1	K1	-	High	99.48%	KL1_07_wzx,KL1_16_wcaJ	O1/O2v1	O1ab	none	Very high	98.59%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ST82	2	6	1	1	4	1	33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	7	12	4-17%	iroC_5*-0%
GCA_901421105.1_40363_F01_genomic	Klebsiella pneumoniae	strong	4	5149088	5149088	5560373	no	-	ST82	3	0	0	0	-	0	-	0	iuc 2A	29	iro unknown	0	rmp 2A; plasmid/chr	14	-	wzi128	KL1	K1	-	High	99.48%	KL1_07_wzx	O1/O2v1	O1ab	none	Very high	98.59%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ST82	2	6	1	1	4	1	33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	4	3	3	4	3	5-2%	4	-	7	9	3	rmpA_91*-0%
GCA_901421135.1_38502_B01_genomic	Klebsiella pneumoniae	strong	2	5165264	5165264	5268888	no	-	ST504	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi62	KL62	K62	-	High	99.31%	KL62_12	O1/O2v1	O1ab	none	Very high	98.67%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-42	25S	-	-	-	-	-	ST504	2	1	1	1	3	3	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
