Accession,Strain,Isolation_source,Culture_collection,Bioproject,BioSample,Host,Collection_date,Origin,lat,lon,Serovar,Genome Length,No. Contigs,Smallest Contig,Largest Contig,Average Contig Length,N50,non-ATCG,GC Content,Organism Name,ST,cgST,LIN code,Sublineage,Clonal Group,Species,Yersiniabactin,Colibactin,Aerobactin,Salmochelin,RmpADC,rmpA2,virulence_score,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,resistance_score,K_locus,K_type,K_locus_confidence,K_locus_problems,K_locus_identity,K_Missing_expected_genes,O_locus,O_type,O_locus_confidence,O_locus_problems,O_locus_identity,O_Missing_expected_genes
GCA_019732615.1_ASM1973261v1_genomic,K5962,Tissue,KlebPhaCol,PRJNA745534,SAMN20169039,Homo sapiens,2017,Netherlands,52.132633,5.291265999999999,Unknown,5614732,992,201,772677,5660,285305,470,57,Klebsiella pneumoniae,5392,Novel,"0,0,163,*,*,*,*,*,*,*",2118,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,SHV-240^,-,-,-,-,35Q;69I,-,-,-,ESBL and Carb negative,KL46,K46,Typeable,?4,99.61%,-,O3b,O3b,Typeable,?3,99.69%,-
GCA_026891045.1_ASM2689104v1_genomic,L0549,Blood,KlebPhaCol,PRJNA745534,SAMN30837124,Homo sapiens,2018-01-29,Netherlands,52.132633,5.291265999999999,Unknown,5515533,125,201,927502,44124,367428,485,57.2,Klebsiella pneumoniae,353,24249,"0,0,111,0,10,0,0,0,0,0",353,353,Klebsiella pneumoniae,ybt 10; ICEKp4,-,-,-,-,-,ybt only,-,-,CTX-M-15,-,-,SHV-11^,35Q,-,-,-,ESBL only,KL110,unknown (KL110),Typeable,!,99.52%,-,O3b,O3b,Typeable,-,99.62%,-
GCA_026891145.1_ASM2689114v1_genomic,L0506,Blood,KlebPhaCol,PRJNA745534,SAMN30837133,Homo sapiens,2018-01-26,Netherlands,52.132633,5.291265999999999,Unknown,5468618,268,201,359313,20405,192273,290,57.2,Klebsiella pneumoniae,896,Novel,"0,0,109,36,3,0,1,*,*,*",37,896,Klebsiella pneumoniae,ybt 10; ICEKp4,-,-,-,-,-,ybt only,-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL3,K3,Typeable,?3!,99.72%,-,O1/O2v2,O2afg,Typeable,?3,99.19%,-
GCA_040270525.1_ASM4027052v1_genomic,CFI_146_OXA48,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817240,Homo sapiens,2015,United Kingdom: London,51.58,-0.24,Unknown,5802463,70,1005,466170,82892,180612,1400,56.6,Klebsiella pneumoniae,14,Novel,"0,0,1,1,31,2,0,*,*,*",14,14,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,OXA-48,SHV-28^,-,-,-,-,Carb without colistin,KL2,K2,Typeable,-,99.84%,-,O1/O2v1,O1ab,Typeable,-,100.00%,-
GCA_040270625.1_ASM4027062v1_genomic,CFI_108_OXA181,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817231,Homo sapiens,2015,United Kingdom: London,51.58,-0.24,Unknown,5910244,108,1006,672530,54724,146271,1710,56.6,Klebsiella pneumoniae,11,Novel,"0,0,105,11,0,0,0,0,*,*",258,3666,Klebsiella pneumoniae,ybt 16; ICEKp12,-,-,-,-,-,ybt only,OXA-1,-,CTX-M-15,-,OXA-181,SHV-11,35Q,OmpK35-40%,-,GyrA-83F;GyrA-87A;ParC-80I,Carb without colistin,KL24,K24,Typeable,!,99.98%,-,O1/O2v1,O2a,Typeable,-,99.19%,-
GCA_040270635.1_ASM4027063v1_genomic,49856,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817227,Homo sapiens,2010,Argentina: Buenos Aires,-34.35,-58.29,Unknown,5570701,92,1013,450020,60551,149600,1000,57.1,Klebsiella pneumoniae,258,Novel,"0,0,105,6,0,0,0,0,*,*",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,-,-,KPC-2,SHV-11,35Q,OmpK35-25%,MgrB-62%,GyrA-83I;ParC-80I,Carb with colistin,KL106,unknown (KL106),Typeable,?2+!,100.00%,-,O1/O2v2,O2afg,Typeable,-,99.09%,-
GCA_040270665.1_ASM4027066v1_genomic,CFI_147_OXA48,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817241,Homo sapiens,2015,United Kingdom: London,51.58,-0.24,Unknown,5581484,76,1009,475403,73440,234267,1007,57,Klebsiella pneumoniae,101,29383,"0,0,84,0,8,0,9,0,13,0",101,101,Klebsiella pneumoniae,ybt 9; ICEKp3,-,-,-,-,-,ybt only,OXA-9.v1;TEM-1D.v1^,-,CTX-M-14^,-,OXA-48,SHV-1^,-,OmpK35-17%;OmpK36GD,-,GyrA-83Y;GyrA-87N;ParC-80I,Carb without colistin,KL17,K17,Typeable,-,99.96%,-,O1/O2v1,O1ab,Typeable,-,98.92%,-
GCA_040270675.1_ASM4027067v1_genomic,CFI_110_OXA232,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817232,Homo sapiens,2015,United Kingdom: London,51.58,-0.24,Unknown,5750077,98,1006,475468,58674,234934,1030,56.8,Klebsiella pneumoniae,101,Novel,"0,0,84,0,29,0,0,0,*,*",101,101,Klebsiella pneumoniae,ybt 9; ICEKp3,-,-,-,-,-,ybt only,TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-1^,-,OmpK35-40%,-,GyrA-83Y;GyrA-87A;ParC-80I,Carb without colistin,KL17,K17,Typeable,-,99.95%,-,O1/O2v1,O1ab,Typeable,-,98.92%,-
GCA_040270685.1_ASM4027068v1_genomic,CFI_128_NDM1,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817236,Homo sapiens,2015,United Kingdom: London,51.58,-0.24,Unknown,5609011,91,1037,358448,61637,162978,1400,56.9,Klebsiella pneumoniae,14,28691,"0,0,1,1,17,0,3,21,1,0",14,14,Klebsiella pneumoniae,ybt 14; ICEKp5,-,-,-,-,-,ybt only,OXA-1,-,-,-,NDM-1,-,-,OmpK36GD,MgrB-32%,GyrA-83Y;GyrA-87G;ParC-80I,Carb with colistin,KL2,K2,Typeable,-,99.81%,-,O1/O2v1,O1ab,Typeable,-,100.00%,-
GCA_040270865.1_ASM4027086v1_genomic,CFI_014_VIM4,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817230,Homo sapiens,2015,United Kingdom: London,51.58,-0.24,Unknown,5524597,79,1037,386350,69931,165404,900,57.3,Klebsiella pneumoniae,15,Novel,"0,0,0,0,2,0,33,6,*,*",15,15,Klebsiella pneumoniae,ybt 10; ICEKp4,-,-,-,-,-,ybt only,OXA-1;TEM-1D.v1^,-,-,-,VIM-4,SHV-28^,-,OmpK35-89%,-,GyrA-83F;GyrA-87A;ParC-80I,Carb without colistin,KL24,K24,Typeable,?2!,99.96%,-,O1/O2v1,O1ab,Typeable,-,99.19%,-
GCA_040270875.1_ASM4027087v1_genomic,CFI_127_NDM1,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817235,Homo sapiens,2015,United Kingdom: London,51.58,-0.24,Unknown,5588703,91,1013,560065,61414,153558,1320,57.2,Klebsiella pneumoniae,11,29139,"0,0,105,11,0,0,0,5,7,0",258,3666,Klebsiella pneumoniae,ybt 15; ICEKp11,-,-,-,-,-,ybt only,-,-,CTX-M-15,-,NDM-1,SHV-11,35Q,-,-,GyrA-83F;GyrA-87A;ParC-80I,Carb without colistin,KL24,K24,Typeable,?2,99.98%,-,O1/O2v1,O2a,Typeable,?2,99.29%,-
GCA_040270885.1_ASM4027088v1_genomic,46704,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817226,Homo sapiens,2010,Argentina: Buenos Aires,-34.35,-58.29,Unknown,5567910,92,1013,439991,60520,149600,1010,57.1,Klebsiella pneumoniae,258,Novel,"0,0,105,6,0,0,0,0,*,*",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,-,-,KPC-2,SHV-11,35Q,OmpK35-25%,-,GyrA-83I;ParC-80I,Carb without colistin,KL106,unknown (KL106),Typeable,?2+!,100.00%,-,O1/O2v2,O2afg,Typeable,-,99.09%,-
GCA_040270895.1_ASM4027089v1_genomic,CFI_119_OXA48,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817234,Homo sapiens,2015,United Kingdom: London,51.58,-0.24,Unknown,5459963,83,1008,382505,65782,185891,1200,57.2,Klebsiella pneumoniae,101,19489,"0,0,84,0,8,0,0,0,0,0",101,101,Klebsiella pneumoniae,ybt 9; ICEKp3,-,-,-,-,-,ybt only,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-48,SHV-1^,-,OmpK35-17%;OmpK36GD,-,GyrA-83Y;GyrA-87N;ParC-80I,Carb without colistin,KL17,K17,Typeable,-,100.00%,-,O1/O2v1,O1ab,Typeable,-,98.92%,-
GCA_040270905.1_ASM4027090v1_genomic,CFI_118_NDM1,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817233,Homo sapiens,2015,United Kingdom: London,51.58,-0.24,Unknown,5798289,85,1037,510956,68215,190155,1300,56.7,Klebsiella pneumoniae,101,29400,"0,0,84,0,8,0,11,6,0,0",101,101,Klebsiella pneumoniae,ybt 9; ICEKp3,-,-,-,-,-,ybt only,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,NDM-1,SHV-1^,-,OmpK35-40%,-,GyrA-83Y;GyrA-87A;ParC-80I,Carb without colistin,KL17,K17,Typeable,-,100.00%,-,O1/O2v1,O1ab,Typeable,-,98.92%,-
GCA_040271105.1_ASM4027110v1_genomic,2609,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817222,Homo sapiens,2011,United Kingdom: Southampton,50.93,-1.43,Unknown,5484102,110,1013,367265,49855,129886,1400,57.4,Klebsiella pneumoniae,11,Novel,"0,0,105,0,3,0,1,1,*,*",258,340,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11,35Q,OmpK35-70%,-,GyrA-83I;ParC-80I,ESBL only,KL125,unknown (KL125),Typeable,-,93.61%,-,O3b,O3b,Typeable,?2,99.62%,-
GCA_040271115.1_ASM4027111v1_genomic,CFI_001_VIM2,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817229,Homo sapiens,2015,United Kingdom: London,51.58,-0.24,Unknown,5510059,58,1037,667883,95001,315880,1200,57.3,Klebsiella pneumoniae,14,Novel,"0,0,1,1,26,*,*,*,*,*",14,14,Klebsiella pneumoniae,ybt 13; ICEKp2,-,-,-,-,-,ybt only,-,SHV-106* +69I,-,-,VIM-1,-,69I,-,-,-,Carb without colistin,KL2,Capsule null,Typeable,!,99.82%,-,O1/O2v1,O1ab,Typeable,!,100.00%,-
GCA_040271135.1_ASM4027113v1_genomic,CFI_141_KPC3,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817239,Homo sapiens,2015,United Kingdom: London,51.58,-0.24,Unknown,5562284,97,1003,560225,57343,143546,810,57.2,Klebsiella pneumoniae,258,28985,"0,0,105,6,0,0,183,0,0,0",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,KPC-3,SHV-11,35Q,OmpK35-25%;OmpK36GD,-,GyrA-83I;ParC-80I,Carb without colistin,KL107,unknown (KL107),Typeable,-,99.97%,-,O1/O2v2,O2afg,Typeable,-,99.09%,-
GCA_040271145.1_ASM4027114v1_genomic,80528,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817228,Homo sapiens,2018,United Kingdom: Salisbury,51.02,-1.47,Unknown,5418794,40,1022,576691,135469,294828,1200,57.4,Klebsiella pneumoniae,323,Novel,"0,0,363,1,*,*,*,*,*,*",323,323,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1^,-,-,-,GyrA-87N,ESBL and Carb negative,KL21,K21,Typeable,-,100.00%,-,O3b,O3b,Typeable,-,99.65%,-
GCA_040271165.1_ASM4027116v1_genomic,18,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817221,Homo sapiens,2008,United Kingdom: London,51.58,-0.24,Unknown,5408837,75,1037,315905,72117,158668,1410,57.2,Klebsiella pneumoniae,15,Novel,"0,0,0,0,2,0,0,*,*,*",15,15,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-28^,-,-,-,GyrA-83F;GyrA-87A;ParC-80I,ESBL only,KL112,Capsule null,Typeable,?2!,99.38%,-,O1/O2v1,O1ab,Typeable,-,99.19%,-
GCA_040271265.1_ASM4027126v1_genomic,45071,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817225,Homo sapiens,2010,Argentina: Buenos Aires,-34.35,-58.29,Unknown,5526993,92,1013,439828,60076,149598,1200,57.2,Klebsiella pneumoniae,258,3689,"0,0,105,6,0,0,0,0,2,0",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,-,-,KPC-2,SHV-11,35Q,OmpK35-25%,-,GyrA-83I;ParC-80I,Carb without colistin,KL106,unknown (KL106),Typeable,?2+!,100.00%,-,O1/O2v2,O2afg,Typeable,-,99.09%,-
GCA_040271285.1_ASM4027128v1_genomic,2660,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817224,Homo sapiens,2011,United Kingdom: Southampton,50.93,-1.43,Unknown,5871732,198,1006,560653,29655,144283,1962,57.3,Klebsiella pneumoniae,11,2964,"0,0,105,0,3,0,1,1,0,0",258,340,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11^,35Q,OmpK35-70%,-,GyrA-83I;ParC-80I,ESBL only,KL125,unknown (KL125),Typeable,-,93.61%,-,O3b,O3b,Typeable,-,99.64%,-
GCA_040271365.1_ASM4027136v1_genomic,KPUK01,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817243,Homo sapiens,2010,United Kingdom: London,51.58,-0.24,Unknown,5470868,90,1096,456285,60787,125281,0,57.1,Klebsiella pneumoniae,15,Novel,"0,0,0,0,2,0,0,*,*,*",15,15,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1,-,CTX-M-15,-,-,SHV-28^,-,OmpK35-67%,-,GyrA-83F;GyrA-87A;ParC-80I,ESBL only,KL24,K24,Typeable,?3!,99.83%,-,O1/O2v1,O1ab,Typeable,!,99.14%,-
GCA_040271375.1_ASM4027137v1_genomic,2619,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817223,Homo sapiens,2011,United Kingdom: Southampton,50.93,-1.43,Unknown,5432161,86,1013,636222,63164,146049,1000,57.4,Klebsiella pneumoniae,11,2964,"0,0,105,0,3,0,1,1,0,0",258,340,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1,-,SHV-12^,-,-,-,238S;240K;35Q,OmpK35-70%,-,GyrA-83I;ParC-80I,ESBL only,KL125,unknown (KL125),Typeable,-,93.61%,-,O3b,O3b,Typeable,-,99.67%,-
GCA_040271385.1_ASM4027138v1_genomic,TW3,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817249,Homo sapiens,2008,Taiwan,24.99,121.27,Unknown,5558016,67,1012,440527,82955,234663,1810,57.2,Klebsiella pneumoniae,23,Novel,"0,0,429,0,1,*,*,*,*,*",23,23,Klebsiella pneumoniae,ybt 1; ICEKp10,clb 2,iuc 1,iro 1,rmp 1; KpVP-1 (truncated),rmpA2_6-60%,"iuc, ybt and clb",-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL1,K1,Typeable,-,99.98%,-,O1/O2v2,O1ab,Typeable,-,99.33%,-
GCA_040271415.1_ASM4027141v1_genomic,CFI_134_NDM1,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817238,Homo sapiens,2015,United Kingdom: London,51.58,-0.24,Unknown,5459059,60,1019,382792,90984,166738,1410,57.2,Klebsiella pneumoniae,15,Novel,"0,0,0,0,2,0,0,*,*,*",15,15,Klebsiella pneumoniae,ybt 16; ICEKp12,-,-,-,-,-,ybt only,-,-,CTX-M-15,-,NDM-1,SHV-28^,-,-,-,GyrA-83F;GyrA-87A;ParC-80I,Carb without colistin,KL112,unknown (KL112),Typeable,-,99.53%,-,O1/O2v1,O1ab,Typeable,-,99.19%,-
GCA_040271515.1_ASM4027151v1_genomic,KPUK04a,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817245,Homo sapiens,2010,United Kingdom: London,51.58,-0.24,Unknown,5647435,93,1008,443199,60725,186271,1200,57.1,Klebsiella pneumoniae,14,Novel,"0,0,1,1,17,0,2,0,*,*",14,14,Klebsiella pneumoniae,ybt 14; ICEKp5,-,-,-,-,-,ybt only,OXA-1;OXA-21.v1^;OXA-9.v1;TEM-1D.v1^,-,CTX-M-15,-,NDM-1,SHV-11^,35Q,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,Carb without colistin,KL2,K2,Typeable,?2,99.81%,-,O1/O2v1,O1ab,Typeable,?2,100.00%,-
GCA_040271525.1_ASM4027152v1_genomic,MDRT1,Water,KlebPhaCol,PRJNA1123654,SAMN41817247,Unknown,2020,United Kingdom: Manchester,53.46,-2.22,Unknown,5452710,102,1013,430191,53457,173517,720,57.3,Klebsiella pneumoniae,11,29768,"0,0,105,0,3,0,53,2,1,0",258,340,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,KPC-2,SHV-11,35Q,-,MgrB-81%,GyrA-83I;ParC-80I,Carb with colistin,KL105,Capsule null,Typeable,-!,100.00%,KL105_02_cpsACP;KL105_04_wza;KL105_01_galF;KL105_03_wzi,O1/O2v2,O2afg,Typeable,-,98.90%,-
GCA_040271555.1_ASM4027155v1_genomic,CFI_131_KPC2,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817237,Homo sapiens,2015,United Kingdom: London,51.58,-0.24,Unknown,5458933,94,1013,384585,58073,146513,910,57.2,Klebsiella pneumoniae,258,28525,"0,0,105,6,0,0,0,5,102,0",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,SHV-12,-,KPC-2,-,238S;240K;35Q,OmpK35-25%,-,GyrA-83I;ParC-80I,Carb without colistin,KL106,unknown (KL106),Typeable,?2+!,99.98%,-,O1/O2v2,O2afg,Typeable,-,99.09%,-
GCA_040271575.1_ASM4027157v1_genomic,KPTR8,Water,KlebPhaCol,PRJNA1123654,SAMN41817242,Unknown,2019,United Kingdom: Basingstoke,51.28,-1.11,Unknown,5498575,65,1017,385323,84593,190544,1310,57.4,Klebsiella pneumoniae,14,Novel,"0,0,1,1,7,*,*,*,*,*",14,14,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,-,-,-,SHV-28^,-,-,-,-,ESBL and Carb negative,KL2,K2,Typeable,-,99.84%,-,O1/O2v1,O1ab,Typeable,-,100.00%,-
GCA_040271595.1_ASM4027159v1_genomic,RSUH15,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817248,Homo sapiens,2021,United Kingdom: Stoke,53,-2.21,Unknown,5444117,52,1022,576108,104694,302365,1020,57.3,Klebsiella pneumoniae,323,Novel,"0,0,363,1,2,1,0,*,*,*",323,323,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1,-,-,-,OXA-48,SHV-1^,-,-,-,-,Carb without colistin,KL21,K21,Typeable,-,99.98%,-,O3b,O3b,Typeable,-,99.65%,-
GCA_040271615.1_ASM4027161v1_genomic,KPUK02,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817244,Homo sapiens,2010,United Kingdom: London,51.58,-0.24,Unknown,5374543,56,1057,717659,95973,151930,0,57.3,Klebsiella pneumoniae,86,28529,"0,0,395,0,43,0,0,0,0,0",86,86,Klebsiella pneumoniae,-,-,iuc 1,iro 1,rmp 1; KpVP-1,-,iuc (without ybt or clb),-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL2,K2,Typeable,-,99.93%,-,O1/O2v1,O1ab,Typeable,-,99.30%,-
GCA_040271635.1_ASM4027163v1_genomic,M6,Unknown,KlebPhaCol,PRJNA1123654,SAMN41817246,Homo sapiens,2012,United Kingdom: London,51.58,-0.24,Unknown,5598468,69,1012,648181,81137,203462,1900,57.2,Klebsiella pneumoniae,23,Novel,"0,0,429,0,44,*,*,*,*,*",23,23,Klebsiella pneumoniae,ybt 1; ICEKp10,clb 2,iuc 1,iro 1,rmp 1; KpVP-1 (truncated),-,"iuc, ybt and clb",-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL1,K1,Typeable,-,99.97%,-,O1/O2v2,O1ab,Typeable,-,99.33%,-
GCA_045261435.1_ASM4526143v1_genomic,L1392,Blood culture,KlebPhaCol,PRJNA1187231,SAMN44786619,Homo sapiens,2018-04-01,Netherlands,52.132633,5.291265999999999,Unknown,5596428,635,201,948581,8813,345250,416,57,Klebsiella pneumoniae,17,Novel,"0,0,22,19,4,*,*,*,*,*",17,10218,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,-,-,-,SHV-209*,35Q,-,-,-,ESBL and Carb negative,KL127,unknown (KL127),Typeable,?5,99.98%,-,OL13,O13,Typeable,?4!,96.76%,-
GCA_045261455.1_ASM4526145v1_genomic,L1522,Blood culture,KlebPhaCol,PRJNA1187231,SAMN44786620,Homo sapiens,2018-04-01,Netherlands,52.132633,5.291265999999999,Unknown,6118131,4608,501,109600,1327,1471,5992,54.9,Klebsiella pneumoniae,Novel,Novel,Not tested,Not tested,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,-,-,-,-,-,OmpK35-0%;OmpK36-49%,MgrB-0%,-,ESBL and Carb negative,KL113,unknown (KL113),Typeable,?4,99.80%,-,O3b,O3b,Typeable,-,99.71%,-
GCA_045261475.1_ASM4526147v1_genomic,L0747,Blood culture,KlebPhaCol,PRJNA1187231,SAMN44786618,Homo sapiens,2018-02-11,Netherlands,52.132633,5.291265999999999,Unknown,5188443,130,201,827554,39911,323777,380,57.6,Klebsiella pneumoniae,2459,Novel,"0,0,69,2,*,*,*,*,*,*",846,10640,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1,-,-,-,-,ESBL and Carb negative,KL125,unknown (KL125),Typeable,-,93.57%,-,O3b,O3b,Typeable,-,99.78%,-
GCA_045261495.1_ASM4526149v1_genomic,L0738,Blood culture,KlebPhaCol,PRJNA1187231,SAMN44786617,Homo sapiens,2018-02-05,Netherlands,52.132633,5.291265999999999,Unknown,6557285,5087,501,48396,1289,1399,10091,54.2,Klebsiella pneumoniae,Novel,Novel,Not tested,Not tested,Not tested,Klebsiella pneumoniae,ybt 9; ICEKp3,-,-,-,-,-,ybt only,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-48,-,-,OmpK35-0%;OmpK36-49%,MgrB-0%;PmrB-0%,-,Carb with colistin,KL10,K10,Untypeable,?8+,98.76%,-,O3b,O3b,Typeable,?4,99.57%,-
GCA_045261515.1_ASM4526151v1_genomic,L0593,Blood culture,KlebPhaCol,PRJNA1187231,SAMN44786615,Homo sapiens,2018-02-01,Netherlands,52.132633,5.291265999999999,Unknown,5611744,108,201,718750,51960,353312,288,57.2,Klebsiella pneumoniae,45,Novel,"0,0,158,8,11,0,5,*,*,*",45,45,Klebsiella pneumoniae,ybt 10; ICEKp4,-,-,-,-,-,ybt only,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1,-,-,-,-,ESBL only,KL52,K52,Typeable,?4+,99.89%,-,OL13,O13,Typeable,?3!,96.81%,-
GCA_045261535.1_ASM4526153v1_genomic,L0644,Blood culture,KlebPhaCol,PRJNA1187231,SAMN44786616,Homo sapiens,2018-02-06,Netherlands,52.132633,5.291265999999999,Unknown,6120655,434,203,341625,14102,125889,380,56.6,Klebsiella pneumoniae,Novel,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,ybt 10; ICEKp4 (truncated),-,-,-,-,-,ybt only,TEM-1D.v1^,-,CTX-M-15*,-,-,SHV-11^,35Q,-,-,-,ESBL only,KL10,K10,Typeable,?8+,98.73%,-,O3/O3a,O3/O3a,Typeable,?7,99.47%,-
GCA_045261555.1_ASM4526155v1_genomic,KLEB13,Unknown,KlebPhaCol,PRJNA1187231,SAMN44786612,Homo sapiens,Unknown,Unknown,NA,NA,Unknown,5714504,66,512,367924,86583,185334,0,57,Klebsiella pneumoniae,14,Novel,"0,0,1,1,*,*,*,*,*,*",14,14,Klebsiella pneumoniae,ybt 5; ICEKp6,-,-,-,-,-,ybt only,-,-,-,-,-,SHV-28^,-,-,-,-,ESBL and Carb negative,KL2,K2,Typeable,-,99.84%,-,O1/O2v1,O1ab,Typeable,-,100.00%,-
GCA_045261575.1_ASM4526157v1_genomic,KLEB14,Unknown,KlebPhaCol,PRJNA1187231,SAMN44786613,Homo sapiens,Unknown,Unknown,NA,NA,Unknown,5399450,80,512,345571,67493,129829,0,57.4,Klebsiella pneumoniae,14,Novel,"0,0,1,1,7,3,0,*,*,*",14,14,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-106*,-,-,-,-,ESBL and Carb negative,KL2,K2,Typeable,?3,99.78%,-,O1/O2v1,O2a,Typeable,-,100.00%,-
GCA_045261595.1_ASM4526159v1_genomic,KLEB9,Unknown,KlebPhaCol,PRJNA1187231,SAMN44786608,Homo sapiens,Unknown,Unknown,NA,NA,Unknown,5008091,51,557,516317,98197,214794,0,57.8,Klebsiella pneumoniae,661,Novel,"0,0,122,0,11,*,*,*,*,*",661,661,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-27,156D,-,-,-,ESBL and Carb negative,KL28,K28,Typeable,?2,99.82%,-,O1/O2v1,O2a,Typeable,-,99.41%,-
GCA_045261615.1_ASM4526161v1_genomic,KLEB10,Unknown,KlebPhaCol,PRJNA1187231,SAMN44786609,Homo sapiens,Unknown,Unknown,NA,NA,Unknown,5336097,79,541,352421,67545,127579,0,57.4,Klebsiella pneumoniae,1774,Novel,"0,0,548,*,*,*,*,*,*,*",10161,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL38,K38,Typeable,?2,97.77%,-,O12,O12,Typeable,-,98.99%,-
GCA_045261635.1_ASM4526163v1_genomic,KLEB6,Unknown,KlebPhaCol,PRJNA1187231,SAMN44786606,Homo sapiens,Unknown,Unknown,NA,NA,Unknown,5415533,80,509,344970,67694,139538,0,57.3,Klebsiella pneumoniae,37,Novel,"0,0,109,1,*,*,*,*,*,*",37,37,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL12,K12,Typeable,?5,99.95%,-,OL103,unknown (OL103),Typeable,-,97.70%,-
