Accession,Genome ID,Genome Name,Genome Length,No. Contigs,Smallest Contig,Largest Contig,Average Contig Length,N50,non-ATCG,GC Content,Organism Name,ST,cgST,LIN code,Sublineage,Clonal Group,species,Yersiniabactin,Colibactin,Aerobactin,Salmochelin,RmpADC,rmpA2,virulence_score,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,resistance_score,K_locus,K_type,K_locus_confidence,K_locus_problems,K_locus_identity,K_Missing_expected_genes,O_locus,O_type,O_locus_confidence,O_locus_problems,O_locus_identity,O_Missing_expected_genes
31311,67b44237ce6d6826ee0f53fd,Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_31311,5438011,1,5438011,5438011,5438011,5438011,0,57.4,Klebsiella variicola,595,Novel,"1,0,15,9,*,*,*,*,*,*",595,Not tested,Klebsiella variicola subsp. variicola,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,LEN-16^,-,OmpK36-34%,-,-,ESBL and Carb negative,KL16,K16,Typeable,-,98.98%,-,O5,O5,Typeable,-,99.67%,-
GCA_901420845.1,67b44237ce6d682eef0f5389,GCA_901420845.1_38502_A01_genomic,5825361,4,21528,5451822,1456340,5451822,0,57.1,Klebsiella variicola,1219,Novel,"1,0,257,2,*,*,*,*,*,*",10587,11615,Klebsiella variicola subsp. variicola,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,LEN-2^,-,-,-,-,ESBL and Carb negative,KL54,Capsule null,Typeable,!,96.90%,-,O3/O3a,O3/O3a,Typeable,!,97.74%,-
GCA_900636185.1,67b44237ce6d6834700f5371,GCA_900636185.1_39282_B01_genomic,5768342,1,5768342,5768342,5768342,5768342,0,57.2,Klebsiella variicola,3573,Novel,"1,0,75,*,*,*,*,*,*,*",3573,Not tested,Klebsiella variicola subsp. variicola,ybt 2; ICEKp1,-,-,iro 3 (truncated),rmp 3; ICEKp1 (truncated),-,ybt only,-,-,-,-,-,LEN-2*,-,-,-,-,ESBL and Carb negative,KL121,Capsule null,Typeable,!,99.65%,-,O3/O3a,O3/O3a,Typeable,-,99.86%,-
GCA_900451525.1,67b44237ce6d6841720f5312,GCA_900451525.1_31436_G01_genomic,5834167,4,27207,5554105,1458541,5554105,0,57,Klebsiella variicola,3780,Novel,"1,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella variicola subsp. variicola,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,LEN-2^,-,OmpK35-20%;OmpK36-47%,PmrB-59%,-,ESBL and Carb negative,KL57,Capsule null,Typeable,!,94.90%,-,O5,O5,Typeable,!,99.49%,-
GCA_046503465.1,67b44237ce6d68437f0f52f6,GCA_046503465.1_ASM4650346v1_genomic,5696374,195,514,401373,29212,149268,0,57.2,Klebsiella variicola,848,Novel,"1,0,124,0,0,*,*,*,*,*",848,848,Klebsiella variicola subsp. variicola,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,LEN-27,-,-,-,-,ESBL and Carb negative,KL13,K13,Typeable,?8!,97.18%,-,O5,O5,Typeable,?3,99.82%,-
GCA_900452335.1,67b44237ce6d68445a0f5356,GCA_900452335.1_37637_H02_genomic,5717148,3,109680,5432496,1905716,5432496,0,57.3,Klebsiella variicola,1225,3698,"1,0,78,0,0,0,0,0,0,0",1225,1225,Klebsiella variicola subsp. variicola,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,LEN-16^,-,-,-,-,ESBL and Carb negative,KL71,K71,Typeable,!,100.00%,-,O5,O5,Typeable,-,99.73%,-
GCA_901420855.1,67b44237ce6d6847430f538a,GCA_901420855.1_38445_B01_genomic,5649328,2,155238,5494090,2824664,5494090,0,57.3,Klebsiella variicola,1148,Novel,"1,0,448,0,0,0,0,*,*,*",10896,11612,Klebsiella variicola subsp. variicola,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,LEN-2^,-,-,-,-,ESBL and Carb negative,KL49,K49,Typeable,+,100.00%,-,O3/O3a,O3/O3a,Typeable,-,99.86%,-
GCA_045261795.1,67b44237ce6d6851f30f52eb,GCA_045261795.1_ASM4526179v1_genomic,5542519,82,524,340458,67591,158440,0,57.4,Klebsiella variicola,Novel,Novel,"1,0,31,8,0,*,*,*,*,*",1875,12282,Klebsiella variicola subsp. variicola,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,LEN-30,-,-,-,-,ESBL and Carb negative,KL53,K53,Typeable,?3,99.91%,-,O3/O3a,O3/O3a,Typeable,?3,99.78%,-
31646,67b44237ce6d6874ec0f53fe,Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_31646,5363026,1,5363026,5363026,5363026,5363026,0,57.5,Klebsiella variicola,355,Novel,"1,0,43,1,3,*,*,*,*,*",355,355,Klebsiella variicola subsp. variicola,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,LEN-25,-,-,-,-,ESBL and Carb negative,KL63,K63,Typeable,!,95.28%,-,O5,O5,Typeable,-,99.70%,-
31488,67b44237ce6d687af20f540e,Klebsiella_variicola_ATCC_31488,5560418,2,84322,5476096,2780209,5476096,0,57.5,Klebsiella variicola,Novel,Novel,"1,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella variicola subsp. variicola,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,LEN-55^,-,-,-,-,ESBL and Carb negative,KL1,K1,Typeable,-,94.57%,-,O3/O3a,O3/O3a,Typeable,-,99.81%,-
BAA-2552,67b44237ce6d687fbf0f5410,Klebsiella_variicola_ATCC_BAA_2552,5903781,3,91096,5624763,1967927,5624763,0,56.9,Klebsiella variicola,146,Novel,"1,0,126,0,0,0,0,*,*,*",146,146,Klebsiella variicola subsp. variicola,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,LEN-28,-,-,-,-,ESBL and Carb negative,KL30,K30,Typeable,-,97.73%,-,O3/O3a,O3/O3a,Typeable,-,99.53%,-
GCA_900451985.1,67b44237ce6d68e0bd0f533e,GCA_900451985.1_32473_F02_genomic,5548353,2,107776,5440577,2774176,5440577,0,57.3,Klebsiella variicola,3815,Novel,"1,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella variicola subsp. variicola,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL28,Capsule null,Untypeable,*!,93.67%,-,O5,O5,Typeable,!,90.24%,-
GCA_900461495.1,67b44237ce6d680ac70f5364,GCA_900461495.1_36672_G01_genomic,5919270,8,5332,2480079,739908,1614094,0,55.8,Klebsiella michiganensis,Novel,Not tested,Not tested,Not tested,Not tested,Klebsiella michiganensis,-,-,-,-,-,-,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
8724,67b44237ce6d6819f80f53ac,Klebsiella_oxytoca_ATCC_8724,6162545,2,186644,5975901,3081272,5975901,0,55.7,Klebsiella michiganensis,28,Not tested,Not tested,Not tested,Not tested,Klebsiella michiganensis,-,-,-,-,-,-,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
15764,67b44237ce6d681be20f53a9,Klebsiella_michiganensis_ATCC_15764,6510185,21,108,6071153,310008,6071153,0,55.7,Klebsiella michiganensis,213,Not tested,Not tested,Not tested,Not tested,Klebsiella michiganensis,-,-,-,-,-,-,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
GCA_900452635.1,67b44237ce6d683c020f535d,GCA_900452635.1_37430_F01_genomic,5971424,4,19555,5698854,1492856,5698854,0,55.7,Klebsiella michiganensis,Novel,Not tested,Not tested,Not tested,Not tested,Klebsiella michiganensis,-,-,-,-,-,-,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
GCA_900452065.1,67b44237ce6d683fc40f5346,GCA_900452065.1_37554_F01_genomic,6033144,3,2373,5815547,2011048,5815547,0,56,Klebsiella michiganensis,Novel,Not tested,Not tested,Not tested,Not tested,Klebsiella michiganensis,-,-,-,-,-,-,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
BAA-2403,67b44237ce6d6858430f53ab,Klebsiella_michiganensis_ATCC_BAA_2403,6171885,4,4163,5912455,1542971,5912455,0,56,Klebsiella michiganensis,84,Not tested,Not tested,Not tested,Not tested,Klebsiella michiganensis,-,-,-,-,-,-,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
GCA_900451325.1,67b44237ce6d685acd0f5301,GCA_900451325.1_37419_B02_genomic,6223086,3,28602,6006728,2074362,6006728,0,55.9,Klebsiella michiganensis,Novel,Not tested,Not tested,Not tested,Not tested,Klebsiella michiganensis,-,-,-,-,-,-,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
BAA-3059,67b44237ce6d68833b0f53b9,Klebsiella_oxytoca_ATCC_BAA_3059,6602842,5,89567,5937112,1320568,5937112,0,55.2,Klebsiella michiganensis,138,Not tested,Not tested,Not tested,Not tested,Klebsiella michiganensis,-,-,-,-,-,-,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
43863,67b44237ce6d688ea50f53b3,Klebsiella_oxytoca_ATCC_43863,5970025,2,5666,5964359,2985012,5964359,0,56.1,Klebsiella michiganensis,50,Not tested,Not tested,Not tested,Not tested,Klebsiella michiganensis,-,-,-,-,-,-,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
GCA_900451375.1,67b44237ce6d688f920f5304,GCA_900451375.1_32473_G02_genomic,6107074,6,2185,4437270,1017845,4437270,0,55.9,Klebsiella michiganensis,Novel,Not tested,Not tested,Not tested,Not tested,Klebsiella michiganensis,-,-,-,-,-,-,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
43086,67b44237ce6d68d8040f53aa,Klebsiella_michiganensis_ATCC_43086,5977557,8,169,5803988,747194,5803988,0,56,Klebsiella michiganensis,Novel,Not tested,Not tested,Not tested,Not tested,Klebsiella michiganensis,-,-,-,-,-,-,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
GCA_900451945.1,67b44237ce6d68e3720f533a,GCA_900451945.1_36734_B01_genomic,5951078,4,9182,2841166,1487769,2328266,0,55.9,Klebsiella michiganensis,Novel,Not tested,Not tested,Not tested,Not tested,Klebsiella michiganensis,-,-,-,-,-,-,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
GCA_901422025.1,67b44237ce6d680dce0f5397,GCA_901422025.1_38445_C01_genomic,5142131,1,5142131,5142131,5142131,5142131,0,58,Klebsiella quasipneumoniae,488,Novel,"2,1,30,0,0,*,*,*,*,*",488,488,Klebsiella quasipneumoniae subsp. similipneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,OKP-B-22,-,-,-,-,ESBL and Carb negative,KL43,Capsule null,Untypeable,?2-+!,95.52%,KL43_14_wzx;KL43_05_wzb;KL43_08_wcuO;KL43_10_wcpY;KL43_12_wbaZ;KL43_15_wcpZ;KL43_13_wcuV;KL43_09_wzy;KL43_11_wcuE,O3b,O3b,Typeable,!,99.69%,-
700603,67b44237ce6d68180a0f540c,Klebsiella_quasipneumoniae_ATCC_700603,5513818,3,77110,5284710,1837939,5284710,0,57.7,Klebsiella quasipneumoniae,489,Novel,"2,1,24,0,0,0,0,0,*,*",489,489,Klebsiella quasipneumoniae subsp. similipneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-2,-,SHV-18,-,-,OKP-B-6^,238A;240K,-,-,-,ESBL only,KL53,K53,Typeable,-,99.61%,-,O3/O3a,O3/O3a,Typeable,-,98.73%,-
GCA_901420485.1,67b44237ce6d681bdf0f537e,GCA_901420485.1_36672_D01_genomic,5484136,4,7666,4667690,1371034,4667690,0,57.7,Klebsiella quasipneumoniae,Novel,Novel,"2,1,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella quasipneumoniae subsp. similipneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,OKP-B-5^,-,-,PmrB-78%,-,ESBL and Carb negative,KL121,Capsule null,Typeable,?3-+!,92.79%,KL121_07_wzx;KL121_11_wcqS;KL121_20_wcsO;KL121_09_wzy;KL121_06_wzc;KL121_10_wctC;KL121_21_gnd;KL121_05_wzb;KL121_08_wclT,O3/O3a,O3/O3a,Typeable,!,98.26%,-
GCA_900451245.1,67b44237ce6d682a790f52fc,GCA_900451245.1_46582_E01_genomic,5626015,3,30776,5381801,1875338,5381801,0,57.5,Klebsiella quasipneumoniae,367,Novel,"2,1,32,1,1,0,0,0,*,*",367,367,Klebsiella quasipneumoniae subsp. similipneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,OKP-B-40*,-,-,-,-,ESBL and Carb negative,KL1,K1,Typeable,?2-!,97.04%,KL1_10_wcsS;KL1_12_gmd;KL1_11_wcsT,O3/O3a,O3/O3a,Typeable,-,98.79%,-
GCA_046503365.1,67b44237ce6d6844200f52f4,GCA_046503365.1_ASM4650336v1_genomic,5414985,149,504,246533,36342,87301,0,57.6,Klebsiella quasipneumoniae,2559,Novel,"2,1,41,*,*,*,*,*,*,*",3891,Not tested,Klebsiella quasipneumoniae subsp. similipneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,OKP-B-34*,-,-,-,-,ESBL and Carb negative,KL5,K5,Typeable,?4,99.34%,-,O3/O3a,O3/O3a,Typeable,?3,99.05%,-
GCA_900451875.1,67b44237ce6d684dfd0f5334,GCA_900451875.1_39220_A01_genomic,5528186,3,77095,5284644,1842728,5284644,0,57.7,Klebsiella quasipneumoniae,489,Novel,"2,1,24,0,0,0,0,0,*,*",489,489,Klebsiella quasipneumoniae subsp. similipneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-2,-,SHV-18,-,-,OKP-B-6^,238A;240K,-,-,-,ESBL only,KL53,K53,Typeable,-,99.61%,-,O3/O3a,O3/O3a,Typeable,-,98.75%,-
GCA_046503425.1,67b44237ce6d68558e0f52f5,GCA_046503425.1_ASM4650342v1_genomic,5112667,44,200,1836239,116196,491233,283,58.1,Klebsiella quasipneumoniae,635,Novel,"2,1,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella quasipneumoniae subsp. similipneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,OKP-B-2^,-,-,-,-,ESBL and Carb negative,KL21,K21,Typeable,?4+,98.68%,-,O3/O3a,O3/O3a,Typeable,?3,98.99%,-
GCA_900635925.1,67b44237ce6d6876030f536c,GCA_900635925.1_36109_E01_genomic,5124551,1,5124551,5124551,5124551,5124551,0,58.1,Klebsiella quasipneumoniae,1226,Novel,"2,1,33,0,0,0,0,0,*,*",1226,1226,Klebsiella quasipneumoniae subsp. similipneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,OKP-B-5^,-,-,-,-,ESBL and Carb negative,KL80,K80,Typeable,!,100.00%,-,O12,O12,Typeable,-,99.50%,-
BAA-3070,67b44237ce6d6888c40f53de,Klebsiella_pneumoniae_ATCC_BAA_3070,5274112,3,52350,5126303,1758037,5126303,0,57.8,Klebsiella quasipneumoniae,6012,Novel,"2,1,169,0,*,*,*,*,*,*",11335,12346,Klebsiella quasipneumoniae subsp. similipneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,CTX-M-74^,-,IMP-6,OKP-B-8^,-,OmpK36-8%,-,-,Carb without colistin,KL55,K55,Typeable,-,98.77%,-,O3/O3a,O3/O3a,Typeable,-,98.73%,-
GCA_900635945.1,67b44237ce6d68923d0f536d,GCA_900635945.1_37430_C01_genomic,5320817,1,5320817,5320817,5320817,5320817,0,57.8,Klebsiella quasipneumoniae,1224,Novel,"2,1,58,0,*,*,*,*,*,*",1224,1224,Klebsiella quasipneumoniae subsp. similipneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,OKP-B-21,-,-,-,-,ESBL and Carb negative,KL60,Capsule null,Typeable,!,99.06%,-,O5,O5,Typeable,-,98.16%,-
BAA-3075,67b44237ce6d68cc610f53e3,Klebsiella_pneumoniae_ATCC_BAA_3075,5897407,5,1697,5421937,1179481,5421937,0,57.5,Klebsiella quasipneumoniae,571,Novel,"2,0,53,1,0,*,*,*,*,*",10237,12293,Klebsiella quasipneumoniae subsp. quasipneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",LAP-2;TEM-1D.v1^,-,CTX-M-15;CTX-M-27,-,NDM-1,OKP-A-17^,-,-,-,-,Carb without colistin,KL64,K64,Typeable,-,98.59%,-,O5,O5,Typeable,-,98.58%,-
TSD-144,67b44237ce6d6864e10f540d,Klebsiella_quasivariicola_ATCC_TSD_144,5946963,4,67896,5540400,1486740,5540400,0,56.7,Klebsiella quasivariicola,3899,13928,"3,0,9,0,0,0,0,0,0,0",11028,11852,Klebsiella quasivariicola,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,SHV-7^,-,-,LEN-26,238S;240K,-,-,-,ESBL only,KL153,unknown (KL153),Typeable,-,99.88%,-,O1/O2v2,O2afg,Typeable,!,98.89%,-
GCA_900451335.1,67b44237ce6d68551e0f5302,GCA_900451335.1_32473_A01_genomic,5592058,6,6996,5504162,932009,5504162,0,55.9,Klebsiella grimontii,517,Not tested,Not tested,Not tested,Not tested,Klebsiella grimontii,-,-,-,-,-,-,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
GCA_900461515.1,67b44237ce6d686a9f0f5366,GCA_900461515.1_37419_G01_genomic,5859532,2,11425,5848107,2929766,5848107,0,55.9,Klebsiella grimontii,Novel,Not tested,Not tested,Not tested,Not tested,Klebsiella grimontii,-,-,-,-,-,-,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
13030,67b44237ce6d6875ef0f53ad,Klebsiella_oxytoca_ATCC_13030,5743501,9,150,5453753,638166,5453753,0,55.7,Klebsiella grimontii,Novel,Not tested,Not tested,Not tested,Not tested,Klebsiella grimontii,-,-,-,-,-,-,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
GCA_901542455.1,67b44237ce6d68f59e0f539c,GCA_901542455.1_40345_E01_genomic,5767309,1,5767309,5767309,5767309,5767309,0,55.9,Klebsiella grimontii,Novel,Not tested,Not tested,Not tested,Not tested,Klebsiella grimontii,-,-,-,-,-,-,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
35028,67b44237ce6d680fc00f53a2,Klebsiella_aerogenes_ATCC_35028,5351265,1,5351265,5351265,5351265,5351265,0,55,Klebsiella aerogenes,93,Not tested,Not tested,Not tested,Not tested,Klebsiella aerogenes,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
BAA-2356,67b44237ce6d681db20f53a8,Klebsiella_aerogenes_ATCC_BAA_2356,5118626,1,5118626,5118626,5118626,5118626,0,55.1,Klebsiella aerogenes,240,Not tested,Not tested,Not tested,Not tested,Klebsiella aerogenes,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
GCA_900635435.1,67b44237ce6d681e940f536a,GCA_900635435.1_28021_A02_genomic,5265473,13,2105,1497228,405036,791406,0,54.9,Klebsiella aerogenes,134,Not tested,Not tested,Not tested,Not tested,Klebsiella aerogenes,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
51697,67b44237ce6d6825ba0f53a7,Klebsiella_aerogenes_ATCC_51697,5306808,2,8828,5297980,2653404,5297980,0,55,Klebsiella aerogenes,4,Not tested,Not tested,Not tested,Not tested,Klebsiella aerogenes,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
29009,67b44237ce6d682ac70f53a0,Klebsiella_aerogenes_ATCC_29009,5171573,2,9294,5162279,2585786,5162279,0,55.1,Klebsiella aerogenes,93,Not tested,Not tested,Not tested,Not tested,Klebsiella aerogenes,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
49701,67b44237ce6d68314d0f53a6,Klebsiella_aerogenes_ATCC_49701,5175250,1,5175250,5175250,5175250,5175250,0,55,Klebsiella aerogenes,116,Not tested,Not tested,Not tested,Not tested,Klebsiella aerogenes,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
GCA_900637945.1,67b44237ce6d684e2f0f5374,GCA_900637945.1_53421_E01_genomic,5190487,1,5190487,5190487,5190487,5190487,0,55,Klebsiella aerogenes,259,Not tested,Not tested,Not tested,Not tested,Klebsiella aerogenes,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
35029,67b44237ce6d6861d00f53a3,Klebsiella_aerogenes_ATCC_35029,5292570,2,9294,5283276,2646285,5283276,0,55,Klebsiella aerogenes,93,Not tested,Not tested,Not tested,Not tested,Klebsiella aerogenes,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
15038,67b44237ce6d6863f00f539e,Klebsiella_aerogenes_ATCC_15038,5230446,2,147187,5083259,2615223,5083259,0,54.9,Klebsiella aerogenes,Novel,Not tested,Not tested,Not tested,Not tested,Klebsiella aerogenes,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
29010,67b44237ce6d6878650f53a1,Klebsiella_aerogenes_ATCC_29010,5619729,4,9297,5467868,1404932,5467868,0,54.8,Klebsiella aerogenes,4,Not tested,Not tested,Not tested,Not tested,Klebsiella aerogenes,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
GCA_045261935.1,67b44237ce6d6884320f52f2,GCA_045261935.1_ASM4526193v1_genomic,5040185,40,524,758982,126004,211338,0,55.1,Klebsiella aerogenes,190,Not tested,Not tested,Not tested,Not tested,Klebsiella aerogenes,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
49469,67b44237ce6d6896a50f53a5,Klebsiella_aerogenes_ATCC_49469,5213854,1,5213854,5213854,5213854,5213854,0,54.9,Klebsiella aerogenes,553,Not tested,Not tested,Not tested,Not tested,Klebsiella Ka3,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
