Assembly	Best match locus	Best match type	Confidence	Problems	Identity	Coverage	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details	Truncated genes, details
Klebsiella_pneumoniae_ATCC_BAA_3073	KL122	unknown (KL122)	Typeable		99.91%	100.00%	0 bp	19 / 19 (100.00%)	KL122_01_galF,100.00%,100.00%;KL122_02_cpsACP,99.52%,100.00%;KL122_03_wzi,99.79%,100.00%;KL122_04_wza,100.00%,100.00%;KL122_05_wzb,100.00%,100.00%;KL122_06_wzc,100.00%,100.00%;KL122_07_wzy,99.75%,100.00%;KL122_08_wcuC,100.00%,100.00%;KL122_09_wckM,100.00%,100.00%;KL122_10_wcuQ,99.75%,100.00%;KL122_11_wcuD,99.75%,100.00%;KL122_12,100.00%,100.00%;KL122_13_wzx,100.00%,100.00%;KL122_14_wbaZ,100.00%,100.00%;KL122_15_wcaJ,100.00%,100.00%;KL122_16_gnd,100.00%,100.00%;KL122_17_manC,100.00%,100.00%;KL122_18_manB,100.00%,100.00%;KL122_19_ugd,99.74%,100.00%		0		0 / 19 (0.00%)		4	KL40_03_wcpO,99.80%,100.00%;KL40_04,99.50%,100.00%;KL40_05_rfaG,100.00%,100.00%;KL150_19_gmd,99.39%,98.20%	
Klebsiella_pneumoniae_ATCC_BAA_3074	KL47	K47	Typeable		99.65%	99.99%	-13 bp	19 / 19 (100.00%)	KL47_01_galF,99.33%,100.00%;KL47_02_cpsACP,96.17%,100.00%;KL47_03_wzi,100.00%,100.00%;KL47_04_wza,100.00%,100.00%;KL47_05_wzb,100.00%,100.00%;KL47_06_wzc,100.00%,100.00%;KL47_07_wcaJ,100.00%,100.00%;KL47_08_wcaA,99.67%,100.00%;KL47_09,100.00%,100.00%;KL47_10_wcqC,100.00%,100.00%;KL47_11_wzy,99.76%,100.00%;KL47_12_wcuT,100.00%,100.00%;KL47_13_wzx,99.79%,100.00%;KL47_14_gnd,100.00%,100.00%;KL47_15_rmlB,99.72%,100.00%;KL47_16_rmlA,99.31%,100.00%;KL47_17_rmlD,99.66%,100.00%;KL47_18_rmlC,100.00%,100.00%;KL47_19_ugd,100.00%,100.00%		0		4 / 19 (21.05%)	KL47_15_rmlB,98.87%,100.00%;KL47_16_rmlA,99.65%,100.00%;KL47_17_rmlD,99.66%,100.00%;KL47_18_rmlC,99.45%,98.37%	1	KL150_19_gmd,98.80%,100.00%	
Klebsiella_pneumoniae_ATCC_BAA_3075	KL64	K64	Typeable		98.59%	99.95%	13 bp	24 / 24 (100.00%)	KL64_01_galF,99.66%,100.00%;KL64_02_cpsACP,92.31%,99.52%;KL64_03_wzi,99.16%,100.00%;KL64_04_wza,100.00%,100.00%;KL64_05_wzb,99.31%,100.00%;KL64_06_wzc,99.72%,100.00%;KL64_07_wzx,98.62%,100.00%;KL64_08_wcoV,99.31%,100.00%;KL64_09,98.43%,100.00%;KL64_10_wzy,97.52%,100.00%;KL64_11_wcoU,97.85%,100.00%;KL64_12_wcoT,97.09%,100.00%;KL64_13_wcsF,97.86%,100.00%;KL64_14_wcuK,99.70%,100.00%;KL64_15_wbaZ,98.96%,100.00%;KL64_16_wcaJ,100.00%,100.00%;KL64_17_gnd,99.36%,100.00%;KL64_18_manC,99.36%,100.00%;KL64_19_manB,99.34%,100.00%;KL64_20_rmlB,98.64%,100.00%;KL64_21_rmlA,98.25%,98.62%;KL64_22_rmlD,98.31%,100.00%;KL64_23_rmlC,97.28%,100.00%;KL64_24_ugd,100.00%,100.00%		0		2 / 24 (8.33%)	KL64_18_manC,99.58%,100.00%;KL64_19_manB,99.77%,96.49%	1	KL150_19_gmd,97.31%,100.00%	
Klebsiella_pneumoniae_ATCC_BAA_3076	KL106	unknown (KL106)	Typeable	+!	99.99%	100.00%	1588 bp	17 / 18 (94.44%)	KL106_01_galF,100.00%,100.00%;KL106_02_cpsACP,100.00%,100.00%;KL106_03_wzi,100.00%,100.00%;KL106_04_wza,100.00%,100.00%;KL106_05_wzb,100.00%,100.00%;KL106_06_wzc,100.00%,100.00%;KL106_07_wzy,100.00%,100.00%;KL106_08,100.00%,100.00%;KL106_09,100.00%,100.00%;KL106_10_wecB,100.00%,100.00%;KL106_11_wzx,100.00%,100.00%;KL106_12,100.00%,100.00%;KL106_13_wzx,100.00%,100.00%;KL106_14,100.00%,100.00%;KL106_15_rfbp,99.74%,100.00%;KL106_16_gnd,100.00%,100.00%;KL106_17,100.00%,100.00%;KL106_18_ugd,100.00%,100.00%		1	KL22_14,94.74%,18.54%,truncated	0 / 18 (0.00%)		4	KL40_03_wcpO,99.19%,100.00%;KL40_04,99.50%,100.00%;KL40_05_rfaG,98.95%,100.00%;KL150_19_gmd,98.50%,100.00%	KL22_14,94.74%,18.54%,truncated
Klebsiella_pneumoniae_ATCC_BAA_3077	KL17	K17	Typeable		100.00%	100.00%	0 bp	20 / 20 (100.00%)	KL17_01_galF,100.00%,100.00%;KL17_02_cpsACP,100.00%,100.00%;KL17_03_wzi,100.00%,100.00%;KL17_04_wza,100.00%,100.00%;KL17_05_wzb,100.00%,100.00%;KL17_06_wzc,100.00%,100.00%;KL17_07_wzy,100.00%,100.00%;KL17_08_wctR,100.00%,100.00%;KL17_09_wctS,100.00%,100.00%;KL17_10_wctT,100.00%,100.00%;KL17_11_wctU,100.00%,100.00%;KL17_12_wcaJ,100.00%,100.00%;KL17_13_wcmZ,100.00%,100.00%;KL17_14_wzx,100.00%,100.00%;KL17_15_gnd,100.00%,100.00%;KL17_16_rmlB,100.00%,100.00%;KL17_17_rmlA,100.00%,100.00%;KL17_18_rmlD,100.00%,100.00%;KL17_19_rmlC,100.00%,100.00%;KL17_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		2	KL40_05_rfaG,98.67%,99.21%;KL150_19_gmd,99.10%,100.00%	
Klebsiella_pneumoniae_ATCC_BAA_3078	KL21	K21	Typeable	!	100.00%	100.00%	0 bp	19 / 19 (100.00%)	KL21_01_galF,100.00%,100.00%;KL21_02_cpsACP,100.00%,100.00%;KL21_03_wzi,100.00%,100.00%;KL21_04_wza,100.00%,100.00%;KL21_05_wzb,100.00%,100.00%;KL21_06_wzc,100.00%,100.00%;KL21_07_wcuD,100.00%,100.00%;KL21_08_wzy,100.00%,100.00%;KL21_09_wcuE,100.00%,100.00%;KL21_10_wcuC,100.00%,100.00%;KL21_11_wbaZ,100.00%,100.00%;KL21_12_wbaP,100.00%,100.00%;KL21_13_wcuA,100.00%,100.00%;KL21_14_wcaL,100.00%,100.00%;KL21_15_wzx,100.00%,100.00%;KL21_16_gnd,100.00%,100.00%;KL21_17_manC,100.00%,100.00%;KL21_18_manB,100.00%,100.00%;KL21_19_ugd,100.00%,100.00%		0		2 / 19 (10.53%)	KL21_17_manC,99.79%,100.00%;KL21_18_manB,99.33%,98.25%	3	KL50_09_wzx,100.00%,22.54%,truncated;KL50_10,99.62%,100.00%;KL150_19_gmd,99.70%,100.00%	KL50_09_wzx,100.00%,22.54%,truncated
Klebsiella_pneumoniae_ATCC_BAA_3079	KL64	K64	Typeable		100.00%	100.00%	0 bp	24 / 24 (100.00%)	KL64_01_galF,100.00%,100.00%;KL64_02_cpsACP,100.00%,100.00%;KL64_03_wzi,100.00%,100.00%;KL64_04_wza,100.00%,100.00%;KL64_05_wzb,100.00%,100.00%;KL64_06_wzc,100.00%,100.00%;KL64_07_wzx,100.00%,100.00%;KL64_08_wcoV,100.00%,100.00%;KL64_09,100.00%,100.00%;KL64_10_wzy,100.00%,100.00%;KL64_11_wcoU,100.00%,100.00%;KL64_12_wcoT,100.00%,100.00%;KL64_13_wcsF,100.00%,100.00%;KL64_14_wcuK,100.00%,100.00%;KL64_15_wbaZ,100.00%,100.00%;KL64_16_wcaJ,100.00%,100.00%;KL64_17_gnd,100.00%,100.00%;KL64_18_manC,100.00%,100.00%;KL64_19_manB,100.00%,100.00%;KL64_20_rmlB,100.00%,100.00%;KL64_21_rmlA,100.00%,100.00%;KL64_22_rmlD,100.00%,100.00%;KL64_23_rmlC,100.00%,100.00%;KL64_24_ugd,100.00%,100.00%		0		0 / 24 (0.00%)		2	KL40_05_rfaG,98.42%,99.74%;KL150_19_gmd,98.80%,100.00%	
Klebsiella_pneumoniae_subsp_ozaenae_ATCC_11296	KL4	K4	Untypeable	+!	99.98%	98.54%	7270 bp	21 / 24 (87.50%)	KL4_01_galF,100.00%,96.75%;KL4_02_cpsACP,100.00%,100.00%;KL4_03_wcuG,100.00%,100.00%;KL4_04_HG290,100.00%,100.00%;KL4_05_HG291,100.00%,100.00%;KL4_06_wza,100.00%,100.00%;KL4_07_wzb,100.00%,100.00%;KL4_08_wzc,100.00%,100.00%;KL4_09_HG292,100.00%,100.00%;KL4_10_HG293,100.00%,100.00%;KL4_11_wzx,100.00%,100.00%;KL4_12_wcsW,100.00%,100.00%;KL4_13_HG296,100.00%,100.00%;KL4_14_wcuD,100.00%,100.00%;KL4_15_wzy,100.00%,100.00%;KL4_16_wcuI,100.00%,100.00%;KL4_17_wcuF,100.00%,100.00%;KL4_18_manC,100.00%,98.51%;KL4_19_wzi,100.00%,100.00%;KL4_20_wza,100.00%,62.73%,truncated;KL4_21_wzb,100.00%,100.00%;KL4_22_wzc,100.00%,100.00%;KL4_23_wcaJ,100.00%,100.00%;KL4_24_gnd,99.57%,100.00%		2	KL1_18_manC,99.79%,100.00%;KL13_18_manB,99.79%,100.00%	0 / 24 (0.00%)		3	KL40_05_rfaG,98.15%,99.74%;KL150_19_gmd,98.50%,100.00%;KL54_20_ugd,100.00%,100.00%	KL4_20_wza,100.00%,62.73%,truncated
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_10031	KL2	Capsule null	Typeable	!	99.89%	103.52%	778 bp	18 / 18 (100.00%)	KL2_01_galF,100.00%,100.00%;KL2_02_cpsACP,99.52%,100.00%;KL2_03_wzi,100.00%,100.00%;KL2_04_wza,100.00%,100.00%;KL2_05_wzb,100.00%,100.00%;KL2_06_wzc,99.86%,100.00%;KL2_07,100.00%,100.00%;KL2_08,100.00%,100.00%;KL2_09,100.00%,100.00%;KL2_10,100.00%,100.00%;KL2_11_wzx,100.00%,100.00%;KL2_12,99.48%,100.00%;KL2_13,100.00%,100.00%;KL2_14_wcaJ,99.63%,57.63%,truncated;KL2_15_gnd,99.57%,100.00%;KL2_16_manC,100.00%,100.00%;KL2_17_manB,100.00%,100.00%;KL2_18_ugd,100.00%,100.00%		0		0 / 18 (0.00%)		2	KL40_05_rfaG,98.14%,99.21%;KL150_19_gmd,99.70%,100.00%	KL2_14_wcaJ,99.63%,57.63%,truncated
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_10273	KL3	K3	Typeable	!	99.64%	100.00%	-1 bp	19 / 19 (100.00%)	KL3_01_galF,99.66%,100.00%;KL3_02_cpsACP,97.13%,90.87%,truncated;KL3_03_wzi,100.00%,100.00%;KL3_04_wza,100.00%,100.00%;KL3_05_wzb,100.00%,100.00%;KL3_06_wzc,99.58%,100.00%;KL3_07_wcaJ,100.00%,100.00%;KL3_08,100.00%,100.00%;KL3_09,99.70%,100.00%;KL3_10_pglJ,100.00%,100.00%;KL3_11,99.18%,100.00%;KL3_12,99.74%,100.00%;KL3_13_wzx,99.58%,100.00%;KL3_14,99.75%,100.00%;KL3_15_wbaZ,100.00%,100.00%;KL3_16_gnd,99.79%,100.00%;KL3_17_manC,99.79%,100.00%;KL3_18_manB,99.56%,100.00%;KL3_19_ugd,99.74%,100.00%		0		0 / 19 (0.00%)		2	KL40_05_rfaG,98.94%,99.74%;KL150_19_gmd,98.80%,100.00%	KL3_02_cpsACP,97.13%,90.87%,truncated
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_10872	KL2	K2	Typeable		99.90%	100.00%	1 bp	18 / 18 (100.00%)	KL2_01_galF,100.00%,100.00%;KL2_02_cpsACP,99.52%,100.00%;KL2_03_wzi,100.00%,100.00%;KL2_04_wza,100.00%,100.00%;KL2_05_wzb,100.00%,100.00%;KL2_06_wzc,99.86%,100.00%;KL2_07,100.00%,100.00%;KL2_08,100.00%,100.00%;KL2_09,100.00%,100.00%;KL2_10,100.00%,100.00%;KL2_11_wzx,100.00%,100.00%;KL2_12,99.48%,100.00%;KL2_13,100.00%,100.00%;KL2_14_wcaJ,99.78%,100.00%;KL2_15_gnd,99.57%,100.00%;KL2_16_manC,100.00%,100.00%;KL2_17_manB,100.00%,100.00%;KL2_18_ugd,100.00%,100.00%		0		0 / 18 (0.00%)		2	KL40_05_rfaG,98.14%,99.21%;KL150_19_gmd,99.70%,100.00%	
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_12657	KL54	K54	Typeable		99.96%	100.00%	0 bp	20 / 20 (100.00%)	KL54_01_galF,100.00%,100.00%;KL54_02_cpsACP,100.00%,100.00%;KL54_03_wzi,100.00%,100.00%;KL54_04_wza,100.00%,100.00%;KL54_05_wzb,100.00%,100.00%;KL54_06_wzc,99.86%,100.00%;KL54_07_wclU,100.00%,100.00%;KL54_08_wzx,100.00%,100.00%;KL54_09_wzy,99.72%,100.00%;KL54_10_wckB,100.00%,100.00%;KL54_11_wcoS,100.00%,100.00%;KL54_12_gmd,100.00%,100.00%;KL54_13_wcaG,100.00%,100.00%;KL54_14_wcaH,100.00%,100.00%;KL54_15_wcaI,100.00%,100.00%;KL54_16_wcaJ,100.00%,100.00%;KL54_17_gnd,100.00%,100.00%;KL54_18_manC,99.79%,100.00%;KL54_19_manB,99.78%,100.00%;KL54_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		4	KL40_03_wcpO,99.80%,100.00%;KL40_04,98.76%,100.00%;KL40_05_rfaG,99.74%,100.00%;KL150_19_gmd,98.20%,100.00%	
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_132	KL2	K2	Typeable		99.92%	99.99%	-2 bp	18 / 18 (100.00%)	KL2_01_galF,100.00%,100.00%;KL2_02_cpsACP,100.00%,100.00%;KL2_03_wzi,100.00%,100.00%;KL2_04_wza,100.00%,100.00%;KL2_05_wzb,100.00%,100.00%;KL2_06_wzc,99.86%,100.00%;KL2_07,100.00%,100.00%;KL2_08,100.00%,100.00%;KL2_09,100.00%,100.00%;KL2_10,100.00%,100.00%;KL2_11_wzx,100.00%,100.00%;KL2_12,99.48%,100.00%;KL2_13,100.00%,100.00%;KL2_14_wcaJ,99.57%,99.78%;KL2_15_gnd,99.57%,100.00%;KL2_16_manC,100.00%,100.00%;KL2_17_manB,100.00%,100.00%;KL2_18_ugd,100.00%,100.00%		0		0 / 18 (0.00%)		2	KL40_05_rfaG,98.41%,99.21%;KL150_19_gmd,99.70%,100.00%	
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_13882	KL64	K64	Typeable		99.93%	100.00%	0 bp	24 / 24 (100.00%)	KL64_01_galF,100.00%,100.00%;KL64_02_cpsACP,100.00%,100.00%;KL64_03_wzi,100.00%,100.00%;KL64_04_wza,100.00%,100.00%;KL64_05_wzb,100.00%,100.00%;KL64_06_wzc,100.00%,100.00%;KL64_07_wzx,99.80%,100.00%;KL64_08_wcoV,100.00%,100.00%;KL64_09,100.00%,100.00%;KL64_10_wzy,100.00%,100.00%;KL64_11_wcoU,99.69%,100.00%;KL64_12_wcoT,99.71%,100.00%;KL64_13_wcsF,99.73%,100.00%;KL64_14_wcuK,100.00%,100.00%;KL64_15_wbaZ,99.74%,100.00%;KL64_16_wcaJ,100.00%,100.00%;KL64_17_gnd,100.00%,100.00%;KL64_18_manC,100.00%,100.00%;KL64_19_manB,100.00%,100.00%;KL64_20_rmlB,100.00%,100.00%;KL64_21_rmlA,99.65%,100.00%;KL64_22_rmlD,100.00%,100.00%;KL64_23_rmlC,100.00%,100.00%;KL64_24_ugd,100.00%,100.00%		0		0 / 24 (0.00%)		2	KL40_05_rfaG,98.42%,99.74%;KL150_19_gmd,98.80%,100.00%	
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_13883	KL3	K3	Typeable	!	99.55%	100.00%	0 bp	19 / 19 (100.00%)	KL3_01_galF,99.66%,100.00%;KL3_02_cpsACP,97.13%,90.87%,truncated;KL3_03_wzi,100.00%,100.00%;KL3_04_wza,100.00%,100.00%;KL3_05_wzb,100.00%,100.00%;KL3_06_wzc,99.58%,100.00%;KL3_07_wcaJ,100.00%,100.00%;KL3_08,100.00%,100.00%;KL3_09,99.70%,100.00%;KL3_10_pglJ,98.15%,30.88%,truncated;KL3_11,99.18%,100.00%;KL3_12,99.74%,100.00%;KL3_13_wzx,99.58%,100.00%;KL3_14,99.75%,100.00%;KL3_15_wbaZ,100.00%,100.00%;KL3_16_gnd,99.79%,100.00%;KL3_17_manC,99.79%,100.00%;KL3_18_manB,99.56%,100.00%;KL3_19_ugd,99.74%,100.00%		0		0 / 19 (0.00%)		2	KL40_05_rfaG,98.94%,99.74%;KL150_19_gmd,98.80%,100.00%	KL3_02_cpsACP,97.13%,90.87%,truncated;KL3_10_pglJ,98.15%,30.88%,truncated
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_13886	KL1	K1	Typeable		99.54%	100.00%	-1 bp	20 / 20 (100.00%)	KL1_01_galF,99.33%,100.00%;KL1_02_cpsACP,96.65%,100.00%;KL1_03_wzi,99.58%,100.00%;KL1_04_wza,100.00%,100.00%;KL1_05_wzb,100.00%,100.00%;KL1_06_wzc,98.31%,100.00%;KL1_07_wzx,99.77%,100.00%;KL1_08_wclY,99.72%,100.00%;KL1_09_wzy,100.00%,100.00%;KL1_10_wcsS,99.73%,100.00%;KL1_11_wcsT,99.41%,100.00%;KL1_12_gmd,100.00%,100.00%;KL1_13_wcaG,99.42%,100.00%;KL1_14_wcaH,100.00%,100.00%;KL1_15_wcaI,99.75%,100.00%;KL1_16_wcaJ,99.36%,100.00%;KL1_17_gnd,100.00%,100.00%;KL1_18_manC,100.00%,100.00%;KL1_19_manB,99.78%,100.00%;KL1_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		2	KL40_05_rfaG,97.89%,99.74%;KL150_19_gmd,99.40%,100.00%	
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_15380	KL2	K2	Typeable		99.54%	100.00%	1 bp	18 / 18 (100.00%)	KL2_01_galF,99.33%,100.00%;KL2_02_cpsACP,99.04%,100.00%;KL2_03_wzi,98.61%,100.00%;KL2_04_wza,100.00%,100.00%;KL2_05_wzb,100.00%,100.00%;KL2_06_wzc,99.72%,100.00%;KL2_07,99.72%,100.00%;KL2_08,100.00%,100.00%;KL2_09,99.74%,100.00%;KL2_10,100.00%,100.00%;KL2_11_wzx,99.17%,100.00%;KL2_12,99.48%,100.00%;KL2_13,99.10%,100.00%;KL2_14_wcaJ,99.78%,100.00%;KL2_15_gnd,98.93%,100.00%;KL2_16_manC,99.36%,100.00%;KL2_17_manB,99.78%,100.00%;KL2_18_ugd,100.00%,100.00%		0		0 / 18 (0.00%)		4	KL40_03_wcpO,98.17%,99.80%;KL40_04,99.75%,100.00%;KL40_05_rfaG,99.21%,100.00%;KL150_19_gmd,98.20%,100.00%	
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_211	KL54	K54	Typeable		99.84%	100.00%	1059 bp	20 / 20 (100.00%)	KL54_01_galF,99.33%,100.00%;KL54_02_cpsACP,100.00%,100.00%;KL54_03_wzi,100.00%,100.00%;KL54_04_wza,100.00%,100.00%;KL54_05_wzb,100.00%,100.00%;KL54_06_wzc,99.86%,100.00%;KL54_07_wclU,100.00%,100.00%;KL54_08_wzx,99.51%,100.00%;KL54_09_wzy,99.72%,100.00%;KL54_10_wckB,100.00%,100.00%;KL54_11_wcoS,100.00%,100.00%;KL54_12_gmd,100.00%,100.00%;KL54_13_wcaG,100.00%,100.00%;KL54_14_wcaH,100.00%,100.00%;KL54_15_wcaI,99.75%,100.00%;KL54_16_wcaJ,99.79%,100.00%;KL54_17_gnd,99.79%,100.00%;KL54_18_manC,99.58%,100.00%;KL54_19_manB,99.56%,100.00%;KL54_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		2	KL40_05_rfaG,98.14%,99.21%;KL150_19_gmd,99.40%,100.00%	
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_21215	KL35	K35	Typeable		98.13%	100.00%	1 bp	20 / 20 (100.00%)	KL35_01_galF,98.99%,100.00%;KL35_02_cpsACP,94.74%,100.00%;KL35_03_wzi,97.48%,100.00%;KL35_04_wza,99.20%,100.00%;KL35_05_wzb,98.61%,100.00%;KL35_06_wzc,99.17%,100.00%;KL35_07_wzy,98.51%,100.00%;KL35_08_wcuC,97.14%,100.00%;KL35_09_wckM,98.19%,100.00%;KL35_10_wckL,96.25%,100.00%;KL35_11_wcuQ,99.24%,100.00%;KL35_12_wzx,96.67%,100.00%;KL35_13_wckK,98.16%,100.00%;KL35_14_wbaZ,97.66%,100.00%;KL35_15_wcaJ,98.49%,100.00%;KL35_16_wclK,95.28%,100.00%;KL35_17_gnd,99.79%,100.00%;KL35_18_manC,99.58%,100.00%;KL35_19_manB,100.00%,100.00%;KL35_20_ugd,99.48%,100.00%		0		2 / 20 (10.00%)	KL35_18_manC,99.58%,100.00%;KL35_19_manB,99.78%,98.25%	1	KL150_19_gmd,97.90%,100.00%	
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_23356	KL122	Capsule null	Typeable	!	99.92%	100.00%	0 bp	19 / 19 (100.00%)	KL122_01_galF,100.00%,100.00%;KL122_02_cpsACP,99.52%,100.00%;KL122_03_wzi,99.79%,100.00%;KL122_04_wza,99.74%,100.00%;KL122_05_wzb,100.00%,100.00%;KL122_06_wzc,99.86%,100.00%;KL122_07_wzy,99.75%,100.00%;KL122_08_wcuC,100.00%,100.00%;KL122_09_wckM,100.00%,100.00%;KL122_10_wcuQ,100.00%,100.00%;KL122_11_wcuD,100.00%,100.00%;KL122_12,100.00%,100.00%;KL122_13_wzx,99.76%,100.00%;KL122_14_wbaZ,100.00%,100.00%;KL122_15_wcaJ,100.00%,67.45%,truncated;KL122_16_gnd,100.00%,100.00%;KL122_17_manC,100.00%,100.00%;KL122_18_manB,100.00%,100.00%;KL122_19_ugd,100.00%,100.00%		0		0 / 19 (0.00%)		4	KL40_03_wcpO,99.59%,100.00%;KL40_04,99.50%,100.00%;KL40_05_rfaG,100.00%,100.00%;KL150_19_gmd,99.39%,98.20%	KL122_15_wcaJ,100.00%,67.45%,truncated
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_23357	KL22	K37	Typeable	!	99.83%	99.99%	0 bp	18 / 18 (100.00%)	KL22_01_galF,99.33%,100.00%;KL22_02_cpsACP,99.04%,100.00%;KL22_03_wzi,99.79%,100.00%;KL22_04_wza,100.00%,100.00%;KL22_05_wzb,100.00%,100.00%;KL22_06_wzc,100.00%,100.00%;KL22_07_wzy,100.00%,100.00%;KL22_08,100.00%,100.00%;KL22_09,99.66%,100.00%;KL22_10_wfeD,99.59%,100.00%;KL22_11_wzx,99.78%,100.00%;KL22_12_rutE,100.00%,100.00%;KL22_13,99.74%,100.00%;KL22_14,100.00%,100.00%;KL22_15_wcaJ,100.00%,100.00%;KL22_16_gnd,100.00%,100.00%;KL22_17,100.00%,55.36%,truncated;KL22_18_ugd,100.00%,100.00%		0		0 / 18 (0.00%)		2	KL40_05_rfaG,96.83%,99.74%;KL150_19_gmd,98.80%,100.00%	KL22_17,100.00%,55.36%,truncated
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_25955	KL28	Capsule null	Typeable	!	99.76%	98.78%	1201 bp	19 / 19 (100.00%)	KL28_01_galF,100.00%,100.00%;KL28_02_cpsACP,100.00%,100.00%;KL28_03_wzi,97.69%,100.00%;KL28_04_wza,99.74%,100.00%;KL28_05_wzb,100.00%,100.00%;KL28_06_wzc,100.00%,100.00%;KL28_07_wckC,100.00%,100.00%;KL28_08_wcuC,100.00%,100.00%;KL28_09_wckD,100.00%,100.00%;KL28_10_wzy,100.00%,100.00%;KL28_11_wclS,99.47%,100.00%;KL28_12_wcuE,100.00%,100.00%;KL28_13_wzx,99.76%,100.00%;KL28_14_wbaZ,100.00%,100.00%;KL28_15_wcaJ,100.00%,80.35%,truncated;KL28_16_gnd,100.00%,100.00%;KL28_17_manC,99.79%,100.00%;KL28_18_manB,99.78%,100.00%;KL28_19_ugd,99.23%,100.00%		0		0 / 19 (0.00%)		4	KL40_03_wcpO,97.57%,100.00%;KL40_04,99.00%,100.00%;KL40_05_rfaG,99.47%,100.00%;KL150_19_gmd,99.10%,100.00%	KL28_15_wcaJ,100.00%,80.35%,truncated
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_27736	KL30	K30	Typeable	+!	97.36%	99.40%	1066 bp	20 / 20 (100.00%)	KL30_01_galF,100.00%,100.00%;KL30_02_cpsACP,99.52%,100.00%;KL30_03_wzi,99.60%,100.00%;KL30_04_wza,100.00%,100.00%;KL30_05_wzb,98.60%,100.00%;KL30_06_wzc,99.45%,100.00%;KL30_07_wcuL,100.00%,100.00%;KL30_08_wzx,99.74%,100.00%;KL30_09_wcuD,97.13%,100.00%;KL30_10_wzy,92.68%,100.00%;KL30_11_wckP,91.99%,100.00%;KL30_12_wckO,93.57%,100.00%;KL30_13_wckN,92.52%,100.00%;KL30_14,94.15%,99.82%;KL30_15_wcuG,92.21%,87.01%,truncated;KL30_16_wcaJ,98.06%,100.00%;KL30_17_gnd,99.36%,100.00%;KL30_18_manC,99.36%,100.00%;KL30_19_manB,99.79%,100.00%;KL30_20_ugd,99.48%,100.00%		1	KL104_18,93.75%,39.34%,truncated	0 / 20 (0.00%)		4	KL40_03_wcpO,97.77%,100.00%;KL40_04,98.76%,100.00%;KL40_05_rfaG,99.47%,100.00%;KL150_19_gmd,99.10%,100.00%	KL30_15_wcuG,92.21%,87.01%,truncated;KL104_18,93.75%,39.34%,truncated
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_27799	KL2	K2	Typeable	!	99.84%	100.05%	1339 bp	18 / 18 (100.00%)	KL2_01_galF,100.00%,100.00%;KL2_02_cpsACP,100.00%,100.00%;KL2_03_wzi,100.00%,100.00%;KL2_04_wza,100.00%,100.00%;KL2_05_wzb,100.00%,100.00%;KL2_06_wzc,99.72%,100.00%;KL2_07,99.72%,100.00%;KL2_08,100.00%,100.00%;KL2_09,99.74%,100.00%;KL2_10,100.00%,100.00%;KL2_11_wzx,100.00%,100.00%;KL2_12,99.31%,100.00%;KL2_13,100.00%,12.61%,truncated;KL2_13,99.49%,88.29%,truncated;KL2_14_wcaJ,99.57%,100.00%;KL2_15_gnd,99.57%,100.00%;KL2_16_manC,100.00%,100.00%;KL2_17_manB,100.00%,100.00%;KL2_18_ugd,99.74%,100.00%		0		0 / 18 (0.00%)		2	KL40_05_rfaG,98.15%,99.74%;KL150_19_gmd,100.00%,100.00%	KL2_13,100.00%,12.61%,truncated;KL2_13,99.49%,88.29%,truncated
