Assembly	Best match locus	Best match type	Confidence	Problems	Identity	Coverage	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details	Truncated genes, details
Klebsiella_pneumoniae_ATCC_BAA_3065	O1/O2v1	O2a	Typeable		99.15%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.96%,100.00%;O1/O2v1_05_wbbN,98.32%,100.00%;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		2	O3b_01_manC,100.00%,100.00%;O3/O3a_02_manB,99.55%,97.39%	
Klebsiella_pneumoniae_ATCC_BAA_3066	O1/O2v1	O2a	Typeable	!	99.14%	100.11%	1066 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,100.00%,100.00%;O1/O2v1_03_wbbM,99.21%,100.00%;O1/O2v1_04_glf,97.92%,100.00%;O1/O2v1_05_wbbN,97.31%,100.00%;O1/O2v1_06_wbbO,100.00%,8.22%,truncated;O1/O2v1_06_wbbO,99.14%,92.31%,truncated;O1/O2v1_07_kfoC,99.54%,100.00%		0		0 / 7 (0.00%)		6	O3b_01_manC,100.00%,100.00%;O12_01_rfbB,98.02%,100.00%;O3b_02_manB,99.77%,95.65%;OL13_02_rfbA,97.19%,98.62%;OL13_03_rfbD,98.65%,100.00%;OL13_04_rfbC,96.69%,98.37%	O1/O2v1_06_wbbO,100.00%,8.22%,truncated;O1/O2v1_06_wbbO,99.14%,92.31%,truncated
Klebsiella_pneumoniae_ATCC_BAA_3067	O1/O2v1	O2a	Typeable		99.03%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,100.00%,100.00%;O1/O2v1_03_wbbM,99.21%,100.00%;O1/O2v1_04_glf,97.92%,100.00%;O1/O2v1_05_wbbN,97.31%,100.00%;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,99.54%,100.00%		0		0 / 7 (0.00%)		6	O3b_01_manC,100.00%,100.00%;O12_01_rfbB,98.02%,100.00%;O3b_02_manB,99.77%,95.65%;OL13_02_rfbA,97.19%,98.62%;OL13_03_rfbD,98.65%,100.00%;OL13_04_rfbC,96.69%,98.37%	
Klebsiella_pneumoniae_ATCC_BAA_3068	O1/O2v2	O1ab	Typeable		99.21%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.59%,100.00%;O1/O2v2_03_wbbM,99.84%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,97.64%,100.00%;O1/O2v2_06_wbbO,99.73%,100.00%;O1/O2v2_07_kfoC,99.25%,100.00%;O1/O2v2_08_gmlC,98.77%,100.00%;O1/O2v2_09_gmlB,99.08%,100.00%;O1/O2v2_10_gmlA,99.20%,100.00%		0		0 / 10 (0.00%)		4	O3/O3a_01_manC,99.58%,100.00%;O3/O3a_02_manB,99.78%,97.39%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.73%,100.00%	
Klebsiella_pneumoniae_ATCC_BAA_3069	O1/O2v2	O2afg	Typeable		99.09%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.73%,100.00%;O1/O2v2_04_glf,99.74%,100.00%;O1/O2v2_05_wbbN,98.32%,100.00%;O1/O2v2_06_wbbO,99.20%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.33%,100.00%;O1/O2v2_09_gmlB,99.39%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		0		
Klebsiella_pneumoniae_ATCC_BAA_3070	O3/O3a	O3/O3a	Typeable		98.73%	100.00%	1 bp	8 / 8 (100.00%)	O3/O3a_01_manC,100.00%,100.00%;O3/O3a_02_manB,100.00%,100.00%;O3/O3a_03_wzm,98.47%,100.00%;O3/O3a_04_wzt,99.07%,100.00%;O3/O3a_05_wbdD,95.62%,100.00%;O3/O3a_06_wbdA,97.74%,100.00%;O3/O3a_07_wbdB,99.74%,100.00%;O3/O3a_08_wbdC,99.19%,100.00%		0		0 / 8 (0.00%)		4	O12_01_rfbB,98.30%,99.72%;OL13_02_rfbA,97.54%,98.62%;OL13_03_rfbD,98.31%,100.00%;O12_04_rfbC,98.34%,98.37%	
Klebsiella_pneumoniae_ATCC_BAA_3071	OL13	O13	Typeable	!	96.49%	99.87%	-15 bp	9 / 9 (100.00%)	OL13_01_rfbB,96.89%,100.00%;OL13_02_rfbA,98.25%,98.62%;OL13_03_rfbD,98.65%,100.00%;OL13_04_rfbC,96.74%,100.00%;OL13_05_wbbL,98.91%,100.00%;OL13_06_wzm,98.92%,100.00%;OL13_07_wzt,99.32%,100.00%;OL13_08_wbbB,95.71%,100.00%;OL13_09_glycosylhydrolase,85.00%,7.72%,truncated		0		4 / 9 (44.44%)	OL13_01_rfbB,97.46%,100.00%;OL13_02_rfbA,98.25%,98.62%;OL13_03_rfbD,98.65%,100.00%;OL13_04_rfbC,96.69%,98.37%	0		OL13_09_glycosylhydrolase,85.00%,7.72%,truncated
Klebsiella_pneumoniae_ATCC_BAA_3072	O1/O2v1	O1ab	Typeable	!	100.00%	100.06%	1200 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,100.00%,100.00%;O1/O2v1_03_wbbM,100.00%,100.00%;O1/O2v1_04_glf,100.00%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,100.00%,10.88%,truncated;O1/O2v1_06_wbbO,100.00%,89.39%,truncated;O1/O2v1_07_kfoC,100.00%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,99.79%,100.00%;O3b_02_manB,99.55%,96.52%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%;Extra_genes_wbbYZ_02_wbbZ,100.00%,100.00%	O1/O2v1_06_wbbO,100.00%,10.88%,truncated;O1/O2v1_06_wbbO,100.00%,89.39%,truncated
Klebsiella_pneumoniae_ATCC_BAA_3073	O1/O2v2	O1ab	Typeable		99.04%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,99.22%,100.00%;O1/O2v2_05_wbbN,98.32%,100.00%;O1/O2v2_06_wbbO,99.73%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.94%,100.00%;O1/O2v2_09_gmlB,98.47%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	OL104_01_manC,91.30%,100.00%;O5_02_manB,93.24%,96.94%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.73%,100.00%	
Klebsiella_pneumoniae_ATCC_BAA_3074	OL13	O13	Typeable	+!	97.64%	98.29%	1183 bp	9 / 9 (100.00%)	OL13_01_rfbB,96.89%,100.00%;OL13_02_rfbA,97.89%,98.62%;OL13_03_rfbD,98.31%,100.00%;OL13_04_rfbC,97.28%,100.00%;OL13_05_wbbL,98.60%,77.54%,truncated;OL13_06_wzm,98.92%,100.00%;OL13_07_wzt,99.10%,100.00%;OL13_08_wbbB,95.71%,100.00%;OL13_09_glycosylhydrolase,96.08%,25.67%,truncated		1	O12_05_wbbL,96.83%,22.83%,truncated	4 / 9 (44.44%)	OL13_01_rfbB,97.18%,100.00%;OL13_02_rfbA,97.54%,98.62%;OL13_03_rfbD,98.31%,100.00%;OL13_04_rfbC,97.24%,98.37%	0		OL13_05_wbbL,98.60%,77.54%,truncated;OL13_09_glycosylhydrolase,96.08%,25.67%,truncated;O12_05_wbbL,96.83%,22.83%,truncated
Klebsiella_pneumoniae_ATCC_BAA_3075	O5	O5	Typeable		98.58%	100.00%	1 bp	8 / 8 (100.00%)	O5_01_manC,99.58%,100.00%;O5_02_manB,99.56%,100.00%;O5_03_wzm,99.62%,100.00%;O5_04_wzt,99.01%,100.00%;O5_05_wbdD,96.24%,100.00%;O5_06_wbdA,95.14%,100.00%;O5_07_wbdB,99.74%,100.00%;O5_08_wbdC,99.73%,100.00%		0		2 / 8 (25.00%)	O5_01_manC,99.36%,100.00%;O5_02_manB,99.55%,96.07%	4	O12_01_rfbB,98.87%,100.00%;OL13_02_rfbA,98.27%,100.00%;OL13_03_rfbD,97.64%,100.00%;O12_04_rfbC,98.90%,98.37%	
Klebsiella_pneumoniae_ATCC_BAA_3076	O1/O2v2	O2afg	Typeable		99.09%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.73%,100.00%;O1/O2v2_04_glf,99.74%,100.00%;O1/O2v2_05_wbbN,98.32%,100.00%;O1/O2v2_06_wbbO,99.20%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.33%,100.00%;O1/O2v2_09_gmlB,99.39%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		0		
Klebsiella_pneumoniae_ATCC_BAA_3077	O1/O2v1	O1ab	Typeable		98.90%	100.00%	-2 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.19%,100.00%;O1/O2v1_03_wbbM,99.21%,100.00%;O1/O2v1_04_glf,98.96%,100.00%;O1/O2v1_05_wbbN,98.65%,100.00%;O1/O2v1_06_wbbO,99.47%,100.00%;O1/O2v1_07_kfoC,96.80%,100.00%		0		0 / 7 (0.00%)		6	O12_01_rfbB,98.30%,99.72%;OL13_02_rfbA,98.25%,98.62%;OL13_03_rfbD,98.65%,100.00%;OL13_04_rfbC,97.24%,98.37%;Extra_genes_wbbYZ_02_wbbZ,98.88%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%	
Klebsiella_pneumoniae_ATCC_BAA_3078	O3b	O3b	Typeable		99.68%	100.00%	0 bp	8 / 8 (100.00%)	O3b_01_manC,100.00%,100.00%;O3b_02_manB,99.57%,100.00%;O3b_03_wzm,99.23%,100.00%;O3b_04_wzt,99.54%,100.00%;O3b_05_wbdD,99.85%,100.00%;O3b_06_wbdA,99.76%,100.00%;O3b_07_wbdB,99.48%,100.00%;O3b_08_wbdC,100.00%,100.00%		0		2 / 8 (25.00%)	O3b_01_manC,99.79%,100.00%;O3b_02_manB,99.33%,97.39%	0		
Klebsiella_pneumoniae_ATCC_BAA_3079	O1/O2v1	O2a	Typeable		99.03%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,100.00%,100.00%;O1/O2v1_03_wbbM,99.21%,100.00%;O1/O2v1_04_glf,97.92%,100.00%;O1/O2v1_05_wbbN,97.31%,100.00%;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,99.54%,100.00%		0		0 / 7 (0.00%)		6	O3b_01_manC,100.00%,100.00%;O12_01_rfbB,98.02%,100.00%;O3b_02_manB,99.77%,95.65%;OL13_02_rfbA,97.19%,98.62%;OL13_03_rfbD,98.65%,100.00%;OL13_04_rfbC,96.69%,98.37%	
Klebsiella_pneumoniae_subsp_ozaenae_ATCC_11296	O1/O2v1	O2ac	Typeable	!	99.46%	100.00%	-1 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.19%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,98.94%,100.00%;O1/O2v1_07_kfoC,100.00%,7.99%,truncated		0		0 / 7 (0.00%)		6	O3b_01_manC,99.36%,100.00%;O3/O3a_02_manB,99.78%,97.39%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.68%,85.41%,truncated;Extra_genes_wbmVW_01_wbmV,99.52%,100.00%;Extra_genes_wbmVW_02_wbmW,99.18%,100.00%	O1/O2v1_07_kfoC,100.00%,7.99%,truncated;Extra_genes_wbbYZ_01_wbbY,99.68%,85.41%,truncated
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_10031	O1/O2v1	O2a	Typeable		99.26%	100.00%	-2 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.52%,100.00%;O1/O2v1_04_glf,99.48%,100.00%;O1/O2v1_05_wbbN,98.65%,100.00%;O1/O2v1_06_wbbO,98.94%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		2	O3b_01_manC,100.00%,100.00%;O3b_02_manB,99.55%,96.52%	
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_10273	O1/O2v1	O1ab	Typeable		99.08%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,99.61%,100.00%;O1/O2v1_02_wzt,100.00%,100.00%;O1/O2v1_03_wbbM,98.57%,100.00%;O1/O2v1_04_glf,98.18%,100.00%;O1/O2v1_05_wbbN,98.65%,100.00%;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,99.32%,100.00%		0		0 / 7 (0.00%)		4	O3/O3a_01_manC,98.51%,100.00%;O3b_02_manB,99.55%,97.39%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%	
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_10872	O1/O2v1	O2a	Typeable		99.22%	100.00%	-2 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.52%,100.00%;O1/O2v1_04_glf,99.22%,100.00%;O1/O2v1_05_wbbN,98.65%,100.00%;O1/O2v1_06_wbbO,98.94%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		2	O3b_01_manC,100.00%,100.00%;O3b_02_manB,99.55%,96.52%	
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_12657	O1/O2v2	O1ab	Typeable		99.35%	100.00%	-2 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.59%,100.00%;O1/O2v2_03_wbbM,99.84%,100.00%;O1/O2v2_04_glf,99.22%,100.00%;O1/O2v2_05_wbbN,98.99%,100.00%;O1/O2v2_06_wbbO,100.00%,100.00%;O1/O2v2_07_kfoC,98.26%,100.00%;O1/O2v2_08_gmlC,97.94%,100.00%;O1/O2v2_09_gmlB,99.69%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O3/O3a_01_manC,99.36%,100.00%;O3/O3a_02_manB,99.33%,97.39%;Extra_genes_wbbYZ_01_wbbY,99.73%,100.00%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%	
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_132	O1/O2v1	O1ab	Typeable		99.30%	100.00%	-2 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.52%,100.00%;O1/O2v1_04_glf,99.48%,100.00%;O1/O2v1_05_wbbN,98.65%,100.00%;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,100.00%,100.00%;O3b_02_manB,99.55%,96.52%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%	
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_13882	O1/O2v1	O1ab	Typeable		99.08%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,100.00%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,97.92%,100.00%;O1/O2v1_05_wbbN,97.31%,100.00%;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,99.77%,100.00%		0		0 / 7 (0.00%)		8	O3b_01_manC,100.00%,100.00%;O12_01_rfbB,98.02%,100.00%;O3b_02_manB,99.77%,95.65%;OL13_02_rfbA,97.54%,98.62%;OL13_03_rfbD,98.65%,100.00%;OL13_04_rfbC,96.69%,98.37%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%	
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_13883	O1/O2v1	O1ab	Typeable		99.08%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,99.61%,100.00%;O1/O2v1_02_wzt,100.00%,100.00%;O1/O2v1_03_wbbM,98.57%,100.00%;O1/O2v1_04_glf,98.18%,100.00%;O1/O2v1_05_wbbN,98.65%,100.00%;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,99.32%,100.00%		0		0 / 7 (0.00%)		4	O3/O3a_01_manC,98.51%,100.00%;O3b_02_manB,99.55%,97.39%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%	
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_13886	O1/O2v1	O1ab	Typeable		99.28%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,98.67%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,99.58%,100.00%;O5_02_manB,99.33%,97.60%;Extra_genes_wbbYZ_02_wbbZ,98.88%,100.00%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%	
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_15380	O1/O2v2	O1ab	Typeable		99.17%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.59%,100.00%;O1/O2v2_03_wbbM,100.00%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,97.64%,100.00%;O1/O2v2_06_wbbO,99.47%,100.00%;O1/O2v2_07_kfoC,99.25%,100.00%;O1/O2v2_08_gmlC,98.77%,100.00%;O1/O2v2_09_gmlB,98.77%,100.00%;O1/O2v2_10_gmlA,99.20%,100.00%		0		0 / 10 (0.00%)		4	O3/O3a_01_manC,99.58%,100.00%;O3/O3a_02_manB,99.78%,97.39%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.73%,100.00%	
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_211	O1/O2v1	O2a	Typeable	!	98.89%	100.00%	-2 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.19%,100.00%;O1/O2v1_03_wbbM,99.52%,100.00%;O1/O2v1_04_glf,98.18%,100.00%;O1/O2v1_05_wbbN,97.98%,100.00%;O1/O2v1_06_wbbO,98.94%,100.00%;O1/O2v1_07_kfoC,98.40%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,99.79%,100.00%;O3/O3a_02_manB,99.55%,97.39%;Extra_genes_wbbYZ_01_wbbY,99.84%,83.65%,truncated;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%	Extra_genes_wbbYZ_01_wbbY,99.84%,83.65%,truncated
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_21215	O3/O3a	O3/O3a	Typeable		99.85%	100.00%	0 bp	8 / 8 (100.00%)	O3/O3a_01_manC,100.00%,100.00%;O3/O3a_02_manB,100.00%,100.00%;O3/O3a_03_wzm,100.00%,100.00%;O3/O3a_04_wzt,100.00%,100.00%;O3/O3a_05_wbdD,99.15%,100.00%;O3/O3a_06_wbdA,99.88%,100.00%;O3/O3a_07_wbdB,99.74%,100.00%;O3/O3a_08_wbdC,100.00%,100.00%		0		2 / 8 (25.00%)	O3/O3a_01_manC,100.00%,100.00%;O3/O3a_02_manB,99.78%,97.39%	0		
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_23356	O1/O2v2	O1ab	Typeable		99.10%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.73%,100.00%;O1/O2v2_04_glf,99.22%,100.00%;O1/O2v2_05_wbbN,98.65%,100.00%;O1/O2v2_06_wbbO,99.73%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.74%,100.00%;O1/O2v2_09_gmlB,98.77%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	OL104_01_manC,91.30%,100.00%;O5_02_manB,93.24%,96.94%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.59%,100.00%	
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_23357	O1/O2v1	O2a	Typeable		99.16%	100.00%	-1 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,100.00%,100.00%;O1/O2v1_03_wbbM,99.84%,100.00%;O1/O2v1_04_glf,99.48%,100.00%;O1/O2v1_05_wbbN,97.64%,100.00%;O1/O2v1_06_wbbO,97.61%,100.00%;O1/O2v1_07_kfoC,99.54%,100.00%		0		0 / 7 (0.00%)		0		
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_25955	O1/O2v2	O1ab	Typeable		99.61%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.59%,100.00%;O1/O2v2_03_wbbM,99.52%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.99%,100.00%;O1/O2v2_06_wbbO,99.73%,100.00%;O1/O2v2_07_kfoC,99.50%,100.00%;O1/O2v2_08_gmlC,99.79%,100.00%;O1/O2v2_09_gmlB,100.00%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O3b_01_manC,100.00%,100.00%;O5_02_manB,99.33%,97.60%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.73%,100.00%	
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_27736	O1/O2v2	O2afg	Typeable		99.56%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.59%,100.00%;O1/O2v2_03_wbbM,99.37%,100.00%;O1/O2v2_04_glf,98.70%,100.00%;O1/O2v2_05_wbbN,98.99%,100.00%;O1/O2v2_06_wbbO,99.73%,100.00%;O1/O2v2_07_kfoC,99.25%,100.00%;O1/O2v2_08_gmlC,100.00%,100.00%;O1/O2v2_09_gmlB,100.00%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		2	O3b_01_manC,99.79%,100.00%;O3/O3a_02_manB,99.55%,97.39%	
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_27799	O1/O2v1	O1ab	Typeable		100.00%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,100.00%,100.00%;O1/O2v1_03_wbbM,100.00%,100.00%;O1/O2v1_04_glf,100.00%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,100.00%,100.00%;O1/O2v1_07_kfoC,100.00%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,100.00%,100.00%;O3b_02_manB,99.55%,96.52%;Extra_genes_wbbYZ_02_wbbZ,100.00%,100.00%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%	
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_29013	O3/O3a	O3/O3a	Typeable		99.90%	100.00%	0 bp	8 / 8 (100.00%)	O3/O3a_01_manC,100.00%,100.00%;O3/O3a_02_manB,100.00%,100.00%;O3/O3a_03_wzm,100.00%,100.00%;O3/O3a_04_wzt,100.00%,100.00%;O3/O3a_05_wbdD,99.29%,100.00%;O3/O3a_06_wbdA,99.88%,100.00%;O3/O3a_07_wbdB,100.00%,100.00%;O3/O3a_08_wbdC,100.00%,100.00%		0		0 / 8 (0.00%)		4	O12_01_rfbB,98.30%,99.72%;OL13_02_rfbA,100.00%,100.00%;OL13_03_rfbD,99.32%,100.00%;OL13_04_rfbC,98.34%,98.37%	
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_29665	O1/O2v2	O1ab	Typeable		99.17%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.59%,100.00%;O1/O2v2_03_wbbM,100.00%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,97.64%,100.00%;O1/O2v2_06_wbbO,99.47%,100.00%;O1/O2v2_07_kfoC,99.25%,100.00%;O1/O2v2_08_gmlC,98.77%,100.00%;O1/O2v2_09_gmlB,98.77%,100.00%;O1/O2v2_10_gmlA,99.20%,100.00%		0		0 / 10 (0.00%)		4	O3/O3a_01_manC,99.58%,100.00%;O3/O3a_02_manB,99.78%,97.39%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.73%,100.00%	
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_31311	O5	O5	Typeable		99.67%	99.90%	-12 bp	8 / 8 (100.00%)	O5_01_manC,99.79%,100.00%;O5_02_manB,99.78%,100.00%;O5_03_wzm,99.62%,100.00%;O5_04_wzt,100.00%,100.00%;O5_05_wbdD,100.00%,100.00%;O5_06_wbdA,99.75%,100.00%;O5_07_wbdB,99.48%,100.00%;O5_08_wbdC,98.92%,98.92%		0		2 / 8 (25.00%)	O5_01_manC,99.79%,100.00%;O5_02_manB,99.55%,97.60%	0		
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_31646	O5	O5	Typeable		99.70%	100.00%	0 bp	8 / 8 (100.00%)	O5_01_manC,99.36%,100.00%;O5_02_manB,99.56%,100.00%;O5_03_wzm,99.62%,100.00%;O5_04_wzt,100.00%,100.00%;O5_05_wbdD,100.00%,100.00%;O5_06_wbdA,99.59%,100.00%;O5_07_wbdB,99.48%,100.00%;O5_08_wbdC,100.00%,100.00%		0		2 / 8 (25.00%)	O5_01_manC,99.36%,100.00%;O5_02_manB,99.55%,97.60%	0		
